#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,driver_0024a,driver_0024b,driver_0026a,driver_0026b,Out_0014a,Out_0014b,Out_0008a,Out_0008b,Out_0021a,Out_0021b,Out_0002a,Out_0002b
202,-1,-1,2,2,2,2,1,1,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,1,1,-2,-2,2,2,1,1,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.117277e-02,-1.668426e-01,8.086558e-01,-1.570109e-01,7.481344e-01,-6.761045e-01,8.056851e-01,-5.788281e-01,7.860697e-01,-7.935095e-01,5.481330e-01,9.684815e-02,6.207875e-01,-8.073886e-01,4.004474e-01,-6.540454e-01,1.245881e-01,1.299354e-01,7.491864e-02,8.867379e-02,1.357710e-01,-7.033506e-01,7.829128e-02,-5.083096e-02,8.034186e-01,-7.090537e-01,-4.609996e-02,-6.869409e-01,8.408256e-02,-6.327193e-01,-7.883290e-02,-1.309052e-01,4.879830e-01,-2.992907e-01,-6.147247e-02,-8.888890e-02,8.743377e-01,-4.515731e-01,7.896339e-01,-6.255467e-01,7.230793e-01,-4.086641e-01,-9.419726e-02,-1.216868e-01,-2.726589e-01,-4.142892e-01,-1.504099e-01,-4.276528e-01,-1.337167e-01,-1.702455e-01,-9.123547e-02,-1.747090e-01,-1.246636e-01,-1.224958e-01,-1.034009e-01,-1.324487e-01,-1.937890e-01,-1.746728e-01,-1.710738e-01,-1.850984e-01,4.305475e-01,1.132743e-01,4.187333e-01,1.484648e-01,1.599474e-01,1.123903e-01,1.459001e-01,9.182657e-02,1.108315e-01,1.065444e-01,1.053958e-01,9.260693e-02,2.033198e-01,2.125278e-01,2.091962e-01,1.882592e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.623003e-02,-6.863039e-01,3.994562e-01,-6.537998e-01,7.228843e-01,-4.075550e-01,8.088323e-01,-1.559550e-01
203,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.477936e-01,-6.442804e-01,8.811087e-01,-5.165220e-01,8.617422e-01,-6.130443e-01,7.032712e-01,-6.330685e-01,7.368850e-01,-7.798376e-01,8.806105e-01,-2.061355e-01,6.719223e-01,-7.119407e-01,7.226921e-01,-7.029765e-01,5.422265e-01,-1.922204e-03,1.006711e-01,9.583781e-02,2.816379e-01,-6.503511e-01,8.323601e-02,-4.393215e-02,7.226283e-01,-8.288098e-01,2.293449e-01,-7.775407e-01,1.123288e-01,-5.867619e-01,2.848491e-01,-4.123362e-01,4.793428e-01,-3.018028e-01,8.720251e-02,-7.139218e-02,8.043194e-01,-6.420810e-01,7.907550e-01,-5.841897e-01,7.160645e-01,-7.467921e-01,-9.157118e-02,-1.398475e-01,1.830687e-01,-6.815471e-01,5.945280e-01,-6.200666e-01,2.317558e-01,-6.569030e-01,6.060157e-01,-5.876791e-01,1.365685e-01,-6.793997e-01,4.797082e-01,-6.189342e-01,-6.817018e-02,-6.149196e-01,1.798454e-01,-6.165927e-01,6.450549e-01,-6.589937e-01,7.914327e-01,-4.729276e-01,5.886183e-01,-5.443095e-01,8.553611e-01,-3.783053e-01,5.233808e-01,-4.499168e-01,7.808672e-01,-2.872169e-01,5.128940e-01,-6.548448e-02,6.280658e-01,3.598848e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.311192e-01,-7.749863e-01,7.231822e-01,-7.010456e-01,7.146962e-01,-7.465067e-01,8.801210e-01,-5.165213e-01
204,1,1,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.590025e-01,-6.707748e-01,7.910253e-01,-6.414114e-01,8.418585e-01,-2.552019e-01,7.651404e-02,-3.862568e-01,6.299742e-02,-3.738225e-01,9.117578e-01,-2.892339e-01,3.413373e-01,-7.718387e-02,8.534632e-01,-5.156700e-01,6.510925e-01,-6.229807e-02,1.561680e-01,1.105275e-01,6.028283e-01,-5.307547e-01,1.035365e-01,8.435284e-02,3.618518e-01,-7.968427e-01,5.457749e-01,-7.965827e-01,-1.180159e-01,-3.395886e-02,3.001985e-01,-4.617590e-01,1.436464e-01,1.251624e-01,6.729033e-02,-7.254623e-02,4.994932e-01,-6.797423e-01,3.582017e-01,-3.698909e-02,5.546440e-01,-8.285424e-01,-8.137063e-02,-5.674410e-02,4.276956e-01,-7.890020e-01,7.616140e-01,-6.356674e-01,3.473653e-01,-7.535846e-01,7.078903e-01,-6.554803e-01,2.042296e-01,-7.223890e-01,5.680075e-01,-6.527118e-01,-7.342549e-02,-6.444832e-01,2.024080e-01,-6.354747e-01,6.234333e-01,-7.306482e-01,8.298496e-01,-5.352092e-01,6.217391e-01,-7.285699e-01,8.018736e-01,-4.664835e-01,6.805587e-01,-6.011333e-01,8.446995e-01,-2.938186e-01,7.169189e-01,-2.392658e-01,7.823541e-01,1.570371e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.477556e-01,-7.937830e-01,8.542564e-01,-5.134500e-01,5.523785e-01,-8.292086e-01,7.886606e-01,-6.427102e-01
205,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.714647e-01,-7.347589e-01,7.138368e-01,-7.031640e-01,7.933781e-01,-9.798714e-02,-4.535815e-01,-5.222363e-01,-3.252458e-01,-5.670429e-01,9.529149e-01,-3.260460e-01,4.828513e-01,4.186653e-01,8.742749e-01,-4.262860e-01,7.203423e-01,-8.991199e-02,1.638021e-01,1.126127e-01,6.680476e-01,-3.658345e-01,1.046352e-01,1.001620e-01,1.085742e-01,-7.129735e-01,6.935856e-01,-7.249516e-01,-3.442696e-02,1.363510e-01,3.703846e-01,-5.304397e-01,8.123294e-02,-2.210895e-02,1.087206e-01,-6.598352e-02,3.596166e-01,-6.543806e-01,5.532470e-01,3.307679e-01,4.035019e-01,-8.242981e-01,-7.800738e-02,-7.203284e-02,5.849937e-01,-8.406096e-01,8.500577e-01,-5.811742e-01,4.682790e-01,-8.097364e-01,8.155024e-01,-6.662159e-01,2.592987e-01,-8.246854e-01,6.553377e-01,-7.405331e-01,-7.388913e-02,-7.020239e-01,2.523824e-01,-6.832585e-01,5.547802e-01,-8.372334e-01,8.312493e-01,-6.360790e-01,6.630653e-01,-8.041006e-01,8.708349e-01,-5.293067e-01,7.451509e-01,-6.489319e-01,8.816695e-01,-3.505605e-01,7.285168e-01,-2.360798e-01,7.905018e-01,1.638063e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.958349e-01,-7.218917e-01,8.757206e-01,-4.235211e-01,4.007142e-01,-8.255298e-01,7.109659e-01,-7.049361e-01
206,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.714647e-01,-7.347589e-01,7.138368e-01,-7.031640e-01,7.933781e-01,-9.798714e-02,-4.535815e-01,-5.222363e-01,-3.252458e-01,-5.670429e-01,9.529149e-01,-3.260460e-01,4.828513e-01,4.186653e-01,8.742749e-01,-4.262860e-01,7.203423e-01,-8.991199e-02,1.638021e-01,1.126127e-01,6.680476e-01,-3.658345e-01,1.046352e-01,1.001620e-01,1.085742e-01,-7.129735e-01,6.935856e-01,-7.249516e-01,-3.442696e-02,1.363510e-01,3.703846e-01,-5.304397e-01,8.123294e-02,-2.210895e-02,1.087206e-01,-6.598352e-02,3.596166e-01,-6.543806e-01,5.532470e-01,3.307679e-01,4.035019e-01,-8.242981e-01,-7.800738e-02,-7.203284e-02,5.849937e-01,-8.406096e-01,8.500577e-01,-5.811742e-01,4.682790e-01,-8.097364e-01,8.155024e-01,-6.662159e-01,2.592987e-01,-8.246854e-01,6.553377e-01,-7.405331e-01,-7.388914e-02,-7.020239e-01,2.523824e-01,-6.832585e-01,5.547802e-01,-8.372334e-01,8.312493e-01,-6.360790e-01,6.630653e-01,-8.041006e-01,8.708349e-01,-5.293067e-01,7.451509e-01,-6.489319e-01,8.816695e-01,-3.505605e-01,7.285168e-01,-2.360798e-01,7.905018e-01,1.638063e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.958349e-01,-7.218917e-01,8.757206e-01,-4.235211e-01,4.007142e-01,-8.255298e-01,7.109659e-01,-7.049361e-01
207,2,2,1,1,1,1,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.707164e-01,-7.385575e-01,6.059312e-01,-6.681328e-01,7.679675e-01,-1.119923e-01,-4.086080e-01,-4.870010e-01,-2.799370e-01,-5.158402e-01,9.522742e-01,-3.245211e-01,4.241647e-01,3.737693e-01,8.534374e-01,-3.648118e-01,7.397551e-01,-1.356115e-01,2.717450e-01,1.083883e-01,6.152516e-01,-3.226314e-01,1.237418e-01,1.346592e-01,1.025991e-01,-6.770830e-01,6.702428e-01,-6.290681e-01,-1.463011e-02,1.168175e-01,3.778845e-01,-6.027552e-01,6.225269e-02,-1.187289e-02,1.388144e-01,-1.691466e-01,3.166419e-01,-6.155147e-01,5.213390e-01,2.875793e-01,3.238837e-01,-7.679914e-01,-7.580343e-02,-1.155976e-01,5.993876e-01,-8.085908e-01,8.649773e-01,-5.365989e-01,4.738521e-01,-8.100544e-01,8.195661e-01,-6.540185e-01,2.633590e-01,-8.246372e-01,6.573286e-01,-7.375059e-01,-7.214069e-02,-7.022880e-01,2.530033e-01,-6.829391e-01,4.971217e-01,-8.270767e-01,7.796406e-01,-6.584563e-01,6.284903e-01,-8.189416e-01,8.672803e-01,-5.384606e-01,7.407784e-01,-6.531187e-01,8.814559e-01,-3.570909e-01,7.280261e-01,-2.378572e-01,7.910081e-01,1.310250e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.726628e-01,-6.260020e-01,8.550720e-01,-3.620014e-01,3.211241e-01,-7.693074e-01,6.031385e-01,-6.699775e-01
208,2,2,0,0,0,0,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.725562e-01,-7.313342e-01,5.091405e-01,-6.178313e-01,7.599904e-01,-1.231607e-01,-3.773788e-01,-4.645623e-01,-2.389816e-01,-4.768527e-01,9.510117e-01,-3.166461e-01,3.466257e-01,3.169470e-01,8.331039e-01,-2.903078e-01,8.225810e-01,-3.496922e-01,7.705293e-01,-2.671686e-01,5.362372e-01,-2.652120e-01,5.591574e-01,-8.795490e-03,9.881583e-02,-6.503003e-01,6.287121e-01,-5.302234e-01,1.352306e-01,1.078515e-01,3.584832e-01,-7.735693e-01,9.052866e-02,1.767499e-03,3.262291e-01,-6.809390e-01,2.718688e-01,-5.843314e-01,4.864131e-01,2.439364e-01,2.500036e-01,-6.889022e-01,2.851373e-01,-4.015628e-01,5.978007e-01,-7.839872e-01,8.550748e-01,-4.628341e-01,4.713378e-01,-8.062605e-01,8.275591e-01,-6.204657e-01,2.613413e-01,-8.229972e-01,6.618451e-01,-7.298210e-01,-7.317205e-02,-7.021545e-01,2.539381e-01,-6.820805e-01,4.283568e-01,-8.171112e-01,7.148645e-01,-6.888475e-01,5.870932e-01,-8.290831e-01,8.605685e-01,-5.513845e-01,7.299180e-01,-6.609352e-01,8.808607e-01,-3.650593e-01,7.268741e-01,-2.412327e-01,7.917669e-01,8.751205e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.314627e-01,-5.270694e-01,8.349558e-01,-2.873489e-01,2.471457e-01,-6.903993e-01,5.064829e-01,-6.197487e-01
209,2,2,-1,-1,-1,-1,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.724199e-01,-7.319520e-01,-1.356191e-01,-4.314566e-01,2.127438e-01,1.523646e-01,-2.351725e-01,-2.087949e-01,-1.449817e-01,-2.377182e-01,9.510630e-01,-3.169638e-01,1.499292e-01,2.060849e-01,4.190441e-01,1.461405e-01,8.195380e-01,-3.405209e-01,8.050260e-01,-3.401813e-01,1.628238e-01,1.725061e-01,6.800206e-01,-7.631570e-02,-8.714857e-02,-2.240897e-01,3.937702e-01,9.610966e-02,9.256381e-02,1.990150e-02,3.600394e-01,-7.675100e-01,1.388775e-01,1.836542e-02,3.360203e-01,-7.164298e-01,-1.018183e-01,-2.200542e-01,2.096248e-01,1.608510e-01,-1.591414e-01,-4.138228e-01,2.936100e-01,-4.530111e-01,6.614426e-01,-4.607113e-01,8.239640e-01,-1.804616e-01,5.393787e-01,-7.741221e-01,8.576752e-01,-4.852034e-01,3.207478e-01,-8.213868e-01,6.899649e-01,-6.767324e-01,-4.308912e-02,-7.067573e-01,2.660047e-01,-6.737860e-01,1.520998e-01,-7.242483e-01,4.267898e-01,-6.410120e-01,4.558535e-01,-8.167710e-01,7.659805e-01,-5.980521e-01,6.505277e-01,-7.079381e-01,8.749996e-01,-3.885208e-01,7.194339e-01,-2.601589e-01,7.950944e-01,-5.429506e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.974185e-01,9.928197e-02,4.221941e-01,1.495442e-01,-1.624199e-01,-4.166994e-01,-1.383753e-01,-4.345062e-01
210,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.725268e-01,-7.320304e-01,-5.289255e-01,-5.768168e-01,7.790861e-02,6.073967e-02,-1.268736e-02,-1.407581e-02,1.937043e-02,-4.908034e-03,9.509770e-01,-3.174904e-01,-2.070552e-03,1.217266e-02,6.357239e-01,4.060417e-01,8.207301e-01,-3.440230e-01,8.321340e-01,-3.553219e-01,3.084497e-02,7.175779e-02,7.289665e-01,-9.338569e-02,-2.572796e-02,-7.311515e-02,5.474324e-01,4.952751e-01,1.195942e-01,-2.557633e-02,3.600819e-01,-7.654647e-01,1.493295e-01,6.926438e-02,3.550857e-01,-7.644108e-01,-8.506629e-02,-7.677486e-02,1.395966e-02,1.091178e-02,-4.178898e-01,-6.519247e-01,3.614892e-01,-5.174660e-01,6.657342e-01,-3.681564e-01,7.970297e-01,-9.500963e-02,5.615106e-01,-7.541699e-01,8.604538e-01,-4.477279e-01,3.383609e-01,-8.213422e-01,6.968374e-01,-6.578161e-01,-3.477625e-02,-7.080415e-01,2.691720e-01,-6.704220e-01,8.291231e-02,-7.090288e-01,3.606033e-01,-6.417684e-01,4.279195e-01,-8.128590e-01,7.469645e-01,-6.058466e-01,6.351165e-01,-7.147355e-01,8.732158e-01,-3.908839e-01,7.181434e-01,-2.617322e-01,7.954043e-01,-6.548341e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.505019e-01,4.980863e-01,6.387502e-01,4.088020e-01,-4.206507e-01,-6.548298e-01,-5.314336e-01,-5.794777e-01
211,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.725268e-01,-7.320304e-01,-5.289255e-01,-5.768168e-01,7.790861e-02,6.073967e-02,-1.268736e-02,-1.407581e-02,1.937043e-02,-4.908034e-03,9.509770e-01,-3.174904e-01,-2.070550e-03,1.217266e-02,6.357239e-01,4.060417e-01,8.207301e-01,-3.440230e-01,8.321340e-01,-3.553219e-01,3.084497e-02,7.175779e-02,7.289665e-01,-9.338572e-02,-2.572796e-02,-7.311515e-02,5.474324e-01,4.952751e-01,1.195943e-01,-2.557632e-02,3.600819e-01,-7.654647e-01,1.493295e-01,6.926438e-02,3.550857e-01,-7.644108e-01,-8.506629e-02,-7.677486e-02,1.395966e-02,1.091178e-02,-4.178898e-01,-6.519247e-01,3.614892e-01,-5.174661e-01,6.657342e-01,-3.681564e-01,7.970297e-01,-9.500963e-02,5.615106e-01,-7.541699e-01,8.604538e-01,-4.477279e-01,3.383609e-01,-8.213422e-01,6.968374e-01,-6.578161e-01,-3.477625e-02,-7.080415e-01,2.691720e-01,-6.704220e-01,8.291231e-02,-7.090288e-01,3.606033e-01,-6.417684e-01,4.279195e-01,-8.128590e-01,7.469645e-01,-6.058466e-01,6.351165e-01,-7.147355e-01,8.732158e-01,-3.908839e-01,7.181434e-01,-2.617322e-01,7.954043e-01,-6.548341e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.505019e-01,4.980863e-01,6.387502e-01,4.088020e-01,-4.206507e-01,-6.548298e-01,-5.314336e-01,-5.794777e-01
212,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.575124e-01,-6.816416e-01,-4.374987e-01,-5.103607e-01,-1.332093e-01,-1.074827e-01,6.286095e-02,5.483558e-02,8.221161e-02,6.511339e-02,9.145801e-01,-3.010635e-01,-4.334071e-02,-6.771099e-02,5.608826e-01,3.266042e-01,7.976454e-01,-3.502643e-01,8.398632e-01,-3.536290e-01,-1.933216e-01,-1.507262e-01,7.494753e-01,-1.380240e-01,1.988766e-01,1.472035e-01,4.255930e-01,3.993205e-01,1.397552e-01,-1.531702e-01,3.187584e-01,-7.224478e-01,2.654958e-01,9.187981e-02,3.293619e-01,-7.607918e-01,1.234651e-01,8.655707e-02,-5.420179e-02,-6.622503e-02,-3.214689e-01,-5.510347e-01,3.766440e-01,-5.979051e-01,5.603211e-01,-3.212852e-01,7.750026e-01,-1.226992e-01,4.560352e-01,-6.683114e-01,7.952889e-01,-4.350259e-01,2.601233e-01,-7.339549e-01,6.288179e-01,-5.919005e-01,-4.555463e-02,-6.518885e-01,2.330349e-01,-6.301242e-01,9.786353e-02,-6.760997e-01,3.367793e-01,-6.133277e-01,3.809716e-01,-7.581586e-01,6.900766e-01,-5.633157e-01,5.719423e-01,-6.203567e-01,8.332995e-01,-3.590828e-01,6.636110e-01,-2.491742e-01,7.885041e-01,-2.951402e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.284455e-01,4.019274e-01,5.636694e-01,3.291511e-01,-3.238017e-01,-5.534898e-01,-4.396287e-01,-5.126944e-01
213,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469870e-01,-6.429628e-01,-3.559112e-01,-4.102839e-01,-3.089400e-01,-3.667533e-01,7.079613e-01,-1.850446e-01,8.009076e-01,-4.103985e-01,8.873069e-01,-2.915911e-01,3.229503e-01,-6.852751e-01,4.710844e-01,2.212257e-01,7.886569e-01,-3.594157e-01,8.516716e-01,-3.439586e-01,-3.959811e-01,-4.697651e-01,8.289966e-01,-3.400092e-01,5.256857e-01,3.289804e-01,3.174205e-01,2.955931e-01,3.181364e-01,-7.101081e-01,2.893889e-01,-6.866963e-01,8.005491e-01,-3.711917e-01,3.101645e-01,-7.455244e-01,4.363434e-01,1.924285e-01,3.425740e-01,-4.403685e-01,-2.232959e-01,-4.631694e-01,3.624647e-01,-7.625964e-01,5.109087e-01,-2.943440e-01,7.617070e-01,-1.694427e-01,4.131732e-01,-6.428958e-01,7.030952e-01,-4.329727e-01,2.779528e-01,-6.527464e-01,5.210727e-01,-4.996848e-01,-1.066389e-02,-6.445196e-01,2.037086e-01,-5.741628e-01,1.261686e-01,-6.396102e-01,2.690440e-01,-4.910971e-01,3.482301e-01,-6.602641e-01,5.466454e-01,-4.563959e-01,5.157797e-01,-5.678632e-01,7.847283e-01,-3.699341e-01,5.815828e-01,-1.885198e-01,7.885718e-01,-6.453663e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.201099e-01,2.980444e-01,4.736785e-01,2.236223e-01,-2.253489e-01,-4.652942e-01,-3.576838e-01,-4.122710e-01
214,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.681723e-02,-1.797097e-01,-1.345070e-01,-1.146305e-01,-4.007851e-01,-4.339125e-01,7.116930e-01,-1.611903e-01,8.130479e-01,-4.127896e-01,5.499362e-01,8.846273e-02,3.608767e-01,-7.222683e-01,1.259085e-01,9.997859e-02,1.938803e-01,-1.361126e-01,6.579213e-01,-3.817108e-01,-4.825148e-01,-5.610089e-01,8.393587e-01,-3.413535e-01,5.975824e-01,4.219729e-01,6.210289e-02,1.130958e-01,3.367927e-01,-7.417124e-01,-4.356158e-02,-2.569300e-01,8.106807e-01,-3.617184e-01,1.841467e-01,-7.012351e-01,5.378292e-01,3.005712e-01,3.607348e-01,-4.477728e-01,-6.856500e-02,-1.207010e-01,3.591316e-01,-7.650357e-01,6.155795e-02,8.711099e-02,8.394363e-02,7.951920e-02,-2.499044e-02,9.449715e-03,-8.906380e-03,-3.446108e-03,-7.387250e-02,-3.840472e-02,-5.720268e-02,-4.974723e-02,-1.784134e-01,-1.392041e-01,-1.685201e-01,-1.473918e-01,-6.737215e-02,-7.585125e-02,-7.697629e-02,-8.224459e-02,-6.931068e-04,-1.054299e-02,-7.034902e-03,-1.328526e-02,5.403110e-02,4.895677e-02,4.816590e-02,4.233186e-02,1.810509e-01,1.897750e-01,1.863273e-01,1.675258e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.350798e-02,1.143323e-01,1.270567e-01,1.011251e-01,-6.987510e-02,-1.218903e-01,-1.356009e-01,-1.158196e-01
