#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,driver_0005a,driver_0005b,driver_0008a,driver_0008b,driver_0012a,driver_0012b,driver_0022a,driver_0022b,driver_0034a,driver_0034b,driver_0039a,driver_0039b,Out_0038a,Out_0038b,Out_0011a,Out_0011b
208,0,0,2,2,2,2,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.800865e-01,-3.024997e-01,7.170282e-01,-7.741986e-01,-3.652391e-01,7.990329e-01,8.460994e-02,-5.960096e-01,8.356294e-02,-4.196306e-02,8.051239e-01,-3.456119e-01,2.774100e-01,-6.763362e-01,-8.864666e-01,3.482533e-01,3.054679e-01,-6.877839e-01,-1.007359e-01,-1.388510e-01,-7.583112e-01,7.419833e-01,7.837717e-01,-3.565763e-01,1.006694e-01,9.804531e-02,-1.478847e-01,-9.458543e-02,-7.270487e-01,5.215431e-01,9.582562e-02,9.300015e-02,-8.710471e-01,5.148844e-01,-6.678710e-01,7.089894e-01,8.766067e-01,-5.855552e-01,7.067187e-01,-6.165712e-01,-7.363591e-01,8.590002e-01,-7.577408e-01,3.477584e-01,1.907709e-01,1.058042e-01,-2.323273e-01,7.907656e-01,-9.366828e-02,-9.338908e-02,2.722713e-01,-6.664500e-01,1.088389e-01,-2.302589e-01,-9.356825e-02,-9.505056e-02,-4.438254e-01,2.782564e-01,-2.858734e-01,1.107456e-01,8.033590e-01,-3.502402e-01,5.797539e-01,-7.679944e-01,8.464591e-01,-3.449522e-01,3.150421e-01,-7.471195e-01,8.299226e-01,-3.437084e-01,3.584797e-01,-7.644137e-01,8.327829e-01,-3.582456e-01,3.565056e-01,-7.599646e-01,7.310637e-01,-1.113096e-01,3.492371e-01,-4.918426e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,8.031200e-01,-3.504376e-01,2.772701e-01,-6.764684e-01
209,-1,-1,2,2,2,2,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-1,-1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.302578e-01,1.160136e-01,7.320480e-01,-7.626931e-01,-3.609841e-01,8.408896e-01,-1.288719e-01,-1.004722e-01,9.481775e-02,7.743212e-02,1.200865e-01,1.126697e-01,-6.965267e-02,-2.508579e-01,-8.869635e-01,3.491865e-01,-1.079947e-01,-1.066716e-01,-9.001252e-02,-6.326325e-02,-7.617581e-01,7.381047e-01,1.194590e-01,1.191827e-01,9.041319e-02,9.347570e-02,-1.860736e-01,-9.943603e-02,-7.924949e-01,5.031575e-01,9.438944e-02,9.485449e-02,-8.689840e-01,5.038740e-01,-7.470750e-01,7.807583e-01,8.762152e-01,-5.145260e-01,6.099504e-01,-4.223014e-01,-7.700987e-01,8.209493e-01,-7.565027e-01,3.466410e-01,-6.613685e-03,7.727686e-02,-2.329942e-01,7.892439e-01,-9.655584e-02,-9.480191e-02,-1.052002e-01,-1.134931e-01,-3.096349e-01,1.732143e-01,-9.334440e-02,-9.215308e-02,-6.820415e-01,4.317346e-01,-4.147853e-01,4.423285e-01,1.804820e-01,-1.387944e-01,6.206471e-01,-6.821271e-01,6.575398e-01,-3.821031e-01,1.843450e-01,-7.013114e-01,8.407950e-01,-3.443532e-01,3.576113e-01,-7.643843e-01,8.325160e-01,-3.588712e-01,3.560399e-01,-7.601135e-01,7.310978e-01,-1.116959e-01,3.490282e-01,-4.920802e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,1.803868e-01,-1.388732e-01,-6.966719e-02,-2.508853e-01
210,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.369949e-02,9.343561e-02,7.389010e-01,-7.562965e-01,-3.622971e-01,8.012294e-01,-9.110309e-02,-9.113421e-02,9.419670e-02,9.394460e-02,9.129182e-02,8.802251e-02,-9.532679e-02,-1.086991e-01,-8.862050e-01,3.481094e-01,-9.125755e-02,-9.152453e-02,-9.127188e-02,-9.114755e-02,-7.633854e-01,7.375039e-01,9.308796e-02,9.250713e-02,9.231869e-02,9.428720e-02,-1.516847e-01,-9.335369e-02,-7.759618e-01,3.783851e-01,9.458715e-02,9.444289e-02,-8.426495e-01,4.383748e-01,-7.824041e-01,7.703916e-01,8.810639e-01,-5.060404e-01,6.778662e-01,-4.088172e-01,-8.025771e-01,7.999128e-01,-7.701078e-01,3.846801e-01,4.620615e-02,8.365376e-02,-2.331808e-01,7.893276e-01,-9.256196e-02,-9.225177e-02,-9.204924e-02,-9.306591e-02,-1.338130e-01,5.822356e-02,-9.182827e-02,-9.149304e-02,-6.537815e-01,3.232776e-01,-3.100708e-01,2.890513e-01,7.393473e-02,-9.282275e-02,6.733413e-01,-6.757694e-01,5.377527e-01,-3.456905e-01,8.453236e-02,-6.502344e-01,8.256521e-01,-3.471510e-01,3.553895e-01,-7.639288e-01,8.331895e-01,-3.590988e-01,3.556092e-01,-7.601128e-01,7.310969e-01,-1.118538e-01,3.489338e-01,-4.921909e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,7.374407e-02,-9.298354e-02,-9.545740e-02,-1.088231e-01
211,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.369948e-02,9.343561e-02,7.389010e-01,-7.562965e-01,-3.622971e-01,8.012294e-01,-9.110309e-02,-9.113421e-02,9.419669e-02,9.394460e-02,9.129182e-02,8.802250e-02,-9.532680e-02,-1.086992e-01,-8.862050e-01,3.481094e-01,-9.125755e-02,-9.152453e-02,-9.127188e-02,-9.114755e-02,-7.633854e-01,7.375039e-01,9.308796e-02,9.250713e-02,9.231869e-02,9.428720e-02,-1.516847e-01,-9.335369e-02,-7.759618e-01,3.783851e-01,9.458715e-02,9.444289e-02,-8.426495e-01,4.383748e-01,-7.824041e-01,7.703916e-01,8.810639e-01,-5.060404e-01,6.778662e-01,-4.088172e-01,-8.025771e-01,7.999128e-01,-7.701078e-01,3.846801e-01,4.620613e-02,8.365376e-02,-2.331808e-01,7.893276e-01,-9.256196e-02,-9.225177e-02,-9.204925e-02,-9.306591e-02,-1.338130e-01,5.822362e-02,-9.182827e-02,-9.149304e-02,-6.537815e-01,3.232776e-01,-3.100708e-01,2.890513e-01,7.393467e-02,-9.282309e-02,6.733413e-01,-6.757694e-01,5.377531e-01,-3.456910e-01,8.453261e-02,-6.502347e-01,8.256523e-01,-3.471510e-01,3.553894e-01,-7.639288e-01,8.331895e-01,-3.590988e-01,3.556092e-01,-7.601128e-01,7.310969e-01,-1.118538e-01,3.489338e-01,-4.921909e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,7.374403e-02,-9.298383e-02,-9.545742e-02,-1.088232e-01
212,-2,-2,1,1,1,1,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-2,-2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.639743e-02,9.336100e-02,6.358573e-01,-6.976472e-01,-3.484787e-01,8.468083e-01,-6.277603e-02,-8.885239e-02,1.150269e-01,1.292213e-01,9.217378e-02,9.020857e-02,-9.726379e-02,-1.200142e-01,-8.509465e-01,2.940965e-01,-9.056908e-02,-9.118884e-02,-1.007617e-01,-1.289345e-01,-7.016789e-01,6.981583e-01,9.339521e-02,9.293674e-02,1.074623e-01,1.183636e-01,-3.902928e-01,-3.977396e-02,-7.569204e-01,3.679288e-01,1.178980e-01,1.184693e-01,-7.913635e-01,4.513887e-01,-8.124684e-01,8.018303e-01,6.927824e-01,-3.698585e-01,1.961919e-01,1.139701e-01,-7.827633e-01,7.094760e-01,-7.192228e-01,3.372784e-01,-1.789744e-01,1.943934e-01,-2.371729e-01,7.814074e-01,-1.256628e-01,-1.049669e-01,-9.190652e-02,-9.330435e-02,-6.617985e-01,6.807740e-01,-1.084695e-01,-1.086805e-01,-8.673627e-01,5.777728e-01,-5.121940e-01,7.345090e-01,8.094160e-02,-4.779245e-02,4.671675e-01,-2.328942e-01,4.903606e-01,-2.978589e-01,6.778195e-02,-6.118226e-01,7.929929e-01,-3.492206e-01,3.271106e-01,-7.251433e-01,8.136855e-01,-3.473309e-01,3.105675e-01,-7.068714e-01,6.932013e-01,-1.058322e-01,2.983065e-01,-4.414630e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,8.086186e-02,-4.787958e-02,-9.717640e-02,-1.199546e-01
213,-2,-2,0,0,0,0,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.167650e-02,8.148181e-02,5.821955e-01,-6.094041e-01,-3.563932e-01,8.238473e-01,-1.390573e-01,-1.005659e-01,-3.029283e-01,4.811546e-01,9.148100e-02,9.003621e-02,-1.006017e-01,-1.390922e-01,-8.127390e-01,2.464999e-01,-9.459886e-02,-9.311090e-02,-5.964068e-01,8.184669e-02,-6.247466e-01,6.507550e-01,8.983343e-02,9.140065e-02,-3.494501e-01,8.066879e-01,-7.492821e-01,2.680518e-01,-6.469700e-01,2.333152e-01,-3.578574e-01,7.821667e-01,-7.343514e-01,4.073477e-01,-8.288688e-01,7.233123e-01,6.004029e-01,-2.909155e-01,2.079208e-01,1.976067e-01,-7.023227e-01,6.109447e-01,-6.830175e-01,3.204233e-01,-3.663151e-01,8.057271e-01,-2.402294e-01,7.815915e-01,-6.631721e-01,2.716411e-01,-9.318179e-02,-9.478047e-02,-5.807601e-01,9.034904e-01,-6.872324e-01,3.016762e-01,-9.072029e-01,5.848715e-01,-4.919667e-01,7.397880e-01,8.143575e-02,-4.381395e-02,4.798410e-01,-2.320648e-01,4.793326e-01,-3.025536e-01,8.567296e-02,-5.934638e-01,7.897299e-01,-3.695513e-01,2.998560e-01,-6.971186e-01,7.880630e-01,-2.870695e-01,2.800075e-01,-6.570241e-01,6.058949e-01,-6.288076e-02,3.019969e-01,-4.117064e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,8.113437e-02,-4.416016e-02,-1.007431e-01,-1.390861e-01
214,-2,-2,-1,-1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-1,-1,-2,-2,1,1,-1,-1,-2,-2,1,1,1,1,-1,-1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,2,2,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.512675e-02,8.193971e-02,1.712191e-01,-2.512072e-01,8.548459e-02,2.790668e-01,-1.211401e-01,-9.760922e-02,-2.972600e-01,4.935537e-01,9.332087e-02,9.395875e-02,-8.891028e-02,-6.263968e-02,-5.118054e-01,-1.647515e-02,-9.310016e-02,-9.165491e-02,-6.118026e-01,6.479818e-02,-2.253553e-01,2.980489e-01,9.056492e-02,9.246294e-02,-3.425420e-01,8.121959e-01,-7.276274e-01,3.178445e-01,-3.449264e-01,-2.575982e-01,-3.497862e-01,7.929374e-01,-1.557615e-01,1.977995e-01,-6.611941e-01,5.454830e-01,1.417537e-01,-2.085340e-01,4.688925e-02,4.046501e-01,-4.867439e-01,1.786357e-02,-1.909819e-01,1.774698e-01,-3.744769e-01,8.194800e-01,-2.025797e-02,1.706092e-01,-7.147199e-01,3.111781e-01,-9.101970e-02,-9.053178e-02,-5.082270e-01,8.577617e-01,-7.249411e-01,3.260948e-01,-8.312053e-01,3.903177e-01,-2.560768e-01,8.045539e-01,9.410930e-02,7.695038e-02,2.172258e-01,2.949077e-01,1.298772e-01,1.156998e-01,-1.284102e-01,-1.002631e-01,1.190447e-01,1.186887e-01,-1.078039e-01,-1.060507e-01,1.182536e-01,1.171124e-01,-1.059385e-01,-1.057840e-01,1.120329e-01,1.020226e-01,-1.000988e-01,-1.008011e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.371484e-02,7.655978e-02,-8.910461e-02,-6.270747e-02
215,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.430021e-02,7.466014e-02,-1.133444e-01,-3.941096e-01,9.963442e-02,1.584483e-01,-1.114715e-01,-9.686248e-02,-3.511965e-01,5.454670e-01,9.217218e-02,9.264036e-02,-9.110927e-02,-9.098122e-02,-4.153187e-01,-1.326691e-01,-9.359266e-02,-9.225757e-02,-6.510957e-01,8.285437e-02,7.221985e-02,3.496933e-01,8.807312e-02,9.108192e-02,-3.471670e-01,8.291917e-01,-7.713894e-01,3.576600e-01,-6.152488e-01,-5.352988e-01,-3.471258e-01,8.278280e-01,2.134107e-01,3.430640e-01,-5.061961e-01,4.140578e-01,-2.581424e-01,-3.783794e-01,4.582318e-01,6.331403e-01,-5.301686e-01,-4.636328e-01,-7.447226e-02,1.131256e-01,-3.620026e-01,8.320819e-01,-4.162302e-03,9.685837e-02,-7.643103e-01,3.549928e-01,-9.162450e-02,-9.129724e-02,-4.236502e-01,8.354405e-01,-7.638196e-01,3.543098e-01,-7.668646e-01,4.009882e-01,-1.472516e-01,7.339178e-01,9.284926e-02,9.292876e-02,3.825226e-01,5.860272e-01,9.292520e-02,9.284215e-02,-9.086703e-02,-9.072687e-02,9.264197e-02,9.220918e-02,-9.050255e-02,-9.007064e-02,9.121905e-02,8.868307e-02,-8.910883e-02,-8.664745e-02,8.137465e-02,6.020729e-02,-7.953332e-02,-5.939592e-02,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.250650e-02,9.260898e-02,-9.115845e-02,-9.095771e-02
216,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.430017e-02,7.466015e-02,-1.133444e-01,-3.941096e-01,9.963442e-02,1.584483e-01,-1.114715e-01,-9.686248e-02,-3.511964e-01,5.454669e-01,9.217218e-02,9.264036e-02,-9.110927e-02,-9.098122e-02,-4.153187e-01,-1.326691e-01,-9.359266e-02,-9.225757e-02,-6.510956e-01,8.285434e-02,7.221985e-02,3.496933e-01,8.807312e-02,9.108192e-02,-3.471670e-01,8.291917e-01,-7.713894e-01,3.576600e-01,-6.152488e-01,-5.352988e-01,-3.471258e-01,8.278280e-01,2.134107e-01,3.430640e-01,-5.061961e-01,4.140578e-01,-2.581424e-01,-3.783794e-01,4.582318e-01,6.331403e-01,-5.301686e-01,-4.636328e-01,-7.447226e-02,1.131255e-01,-3.620026e-01,8.320819e-01,-4.162302e-03,9.685837e-02,-7.643103e-01,3.549928e-01,-9.162450e-02,-9.129724e-02,-4.236502e-01,8.354405e-01,-7.638196e-01,3.543098e-01,-7.668646e-01,4.009882e-01,-1.472516e-01,7.339178e-01,9.284926e-02,9.292876e-02,3.825226e-01,5.860272e-01,9.292520e-02,9.284215e-02,-9.086703e-02,-9.072687e-02,9.264197e-02,9.220918e-02,-9.050255e-02,-9.007064e-02,9.121905e-02,8.868307e-02,-8.910883e-02,-8.664745e-02,8.137465e-02,6.020729e-02,-7.953332e-02,-5.939592e-02,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.250650e-02,9.260898e-02,-9.115845e-02,-9.095771e-02
217,-1,-1,-2,-2,-2,-2,-1,-1,2,2,-1,-1,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,2,2,2,2,-2,-2,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,1,1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.342376e-01,1.811712e-01,-1.200535e-01,-4.023501e-01,1.000927e-01,1.597387e-01,-2.519542e-01,-7.100716e-02,-3.805059e-01,6.588786e-01,1.190396e-01,1.191117e-01,-9.999477e-02,-1.281174e-01,-4.161197e-01,-1.344642e-01,-1.135103e-01,-1.052220e-01,-6.997504e-01,1.788737e-01,8.071568e-02,3.589342e-01,1.130777e-01,1.201304e-01,-3.473945e-01,8.286927e-01,-7.783166e-01,3.565864e-01,-5.545768e-01,-4.844784e-01,-3.443673e-01,8.405310e-01,2.220355e-01,3.504305e-01,-4.576923e-01,3.557045e-01,-2.652286e-01,-3.834333e-01,4.108227e-01,6.020065e-01,-4.654245e-01,-4.045308e-01,-7.969288e-02,8.065536e-02,-3.589590e-01,8.300358e-01,-4.251130e-03,9.685847e-02,-7.641503e-01,3.551361e-01,-1.065392e-01,-1.076853e-01,-4.075024e-01,8.081535e-01,-7.643541e-01,3.565676e-01,-7.334128e-01,3.813555e-01,-1.354391e-01,6.907790e-01,1.154029e-01,1.294764e-01,3.356102e-01,5.318938e-01,7.642001e-02,9.328643e-02,-6.216890e-02,-8.799901e-02,9.320322e-02,9.256408e-02,-8.946003e-02,-8.946782e-02,9.145527e-02,8.885029e-02,-8.872260e-02,-8.638535e-02,8.149848e-02,6.030249e-02,-7.934727e-02,-5.925820e-02,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,1.150664e-01,1.291658e-01,-1.000332e-01,-1.280850e-01
218,0,0,-2,-2,-2,-2,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,-2,-2,0,0,2,2,2,2,-2,-2,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.465403e-01,8.024211e-01,-1.274108e-01,-4.120396e-01,9.831812e-02,1.412661e-01,-6.742229e-01,2.790787e-01,-3.445913e-01,8.449198e-01,-3.576294e-01,7.824992e-01,-5.965504e-01,8.234195e-02,-4.161577e-01,-1.343516e-01,-6.670112e-01,2.720856e-01,-7.473050e-01,3.139934e-01,8.676845e-02,3.675572e-01,-3.453194e-01,8.055521e-01,-3.467758e-01,8.289704e-01,-7.870363e-01,3.546729e-01,-4.911784e-01,-4.303765e-01,-3.438178e-01,8.298945e-01,2.311830e-01,3.580290e-01,-4.243000e-01,3.419164e-01,-2.742918e-01,-3.895776e-01,3.507954e-01,5.787980e-01,-4.243694e-01,-3.426595e-01,-7.812151e-02,9.158852e-02,-3.676796e-01,8.324526e-01,-4.136397e-03,9.677884e-02,-7.633489e-01,3.556184e-01,-6.871446e-01,3.024037e-01,-3.533138e-01,7.814646e-01,-7.644733e-01,3.575607e-01,-7.059253e-01,3.687477e-01,-9.344359e-02,6.140650e-01,-3.026736e-01,4.812238e-01,2.820062e-01,4.347292e-01,-4.173624e-02,8.127312e-02,-1.387489e-01,-9.988308e-02,8.951378e-02,9.090045e-02,-9.355325e-02,-9.131177e-02,9.060227e-02,8.838092e-02,-8.965990e-02,-8.689943e-02,8.122677e-02,6.013838e-02,-7.964533e-02,-5.943922e-02,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,-3.030123e-01,4.809126e-01,-5.965891e-01,8.237408e-02
219,1,1,-2,-2,-2,-2,1,1,2,2,1,1,1,1,-2,-2,1,1,2,2,-2,-2,1,1,2,2,2,2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,-1,-1,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.434133e-01,8.110471e-01,-1.465713e-01,-4.399504e-01,8.388761e-02,5.875091e-02,-7.163976e-01,3.114087e-01,-3.451388e-01,8.350250e-01,-3.494364e-01,7.927043e-01,-6.117624e-01,6.455130e-02,-4.189763e-01,-1.402425e-01,-7.140304e-01,3.088491e-01,-7.547883e-01,3.315641e-01,1.156370e-01,3.992258e-01,-3.410714e-01,8.121419e-01,-3.548939e-01,8.311408e-01,-5.892987e-01,3.771534e-01,-2.121854e-01,-3.257172e-01,-3.446174e-01,8.295362e-01,2.603334e-01,3.795856e-01,-9.456036e-02,-4.358990e-02,-3.042690e-01,-4.185353e-01,2.036229e-01,2.911524e-01,-1.796935e-01,-1.884829e-01,-9.593891e-02,-5.307645e-02,-1.557662e-01,7.516511e-01,-7.045582e-03,9.105870e-02,-7.709420e-01,3.542415e-01,-7.243742e-01,3.255670e-01,6.035422e-02,2.334753e-01,-7.638055e-01,3.562344e-01,-1.225061e-01,1.664805e-01,8.422477e-02,7.368135e-02,-2.975823e-01,4.931832e-01,1.713973e-01,1.820474e-01,-4.559161e-02,8.128081e-02,-1.211188e-01,-9.756524e-02,8.962430e-02,9.097596e-02,-9.287099e-02,-9.104388e-02,9.064536e-02,8.840335e-02,-8.954030e-02,-8.684251e-02,8.123707e-02,6.014172e-02,-7.961782e-02,-5.942641e-02,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-8.228581e-01,9.240446e-01,9.240446e-01,-8.228581e-01,-2.979076e-01,4.928819e-01,-6.117899e-01,6.459345e-02
