#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0037a,driver_0037b,driver_0038a,driver_0038b,Out_0033a,Out_0033b,Out_0019a,Out_0019b
190,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.892446e-02,9.639978e-02,-6.685794e-02,-7.734810e-02,7.505389e-01,-1.954783e-01,1.158559e-01,1.162379e-01,6.480019e-01,-9.016426e-01,8.721947e-01,-5.742531e-01,2.736249e-01,-7.334089e-01,3.226387e-02,2.467447e-02,1.176052e-01,1.165741e-01,3.999428e-01,-4.272579e-01,6.657508e-01,-2.265006e-01,9.508189e-01,-3.224355e-01,-1.077435e-01,-1.108689e-01,8.821889e-01,-2.659248e-01,2.767643e-02,4.560580e-02,-2.175588e-01,-6.685884e-01,8.738903e-01,-6.450565e-01,-6.499437e-02,1.086699e-01,-1.001986e-01,-1.054470e-01,8.850201e-01,-7.701986e-01,3.650164e-01,-8.306287e-01,2.833499e-01,-5.408647e-01,8.132315e-01,-3.284012e-01,1.253010e-02,-7.447679e-01,-2.914241e-02,-1.849862e-02,7.615345e-01,-4.597341e-01,7.149002e-01,-5.903102e-02,-2.039602e-02,-3.689710e-02,3.585957e-02,-4.269918e-02,5.948882e-01,-9.245998e-01,1.078065e-01,1.600691e-01,9.548633e-01,-6.450630e-01,-1.051854e-01,3.281586e-02,2.181490e-01,-8.091442e-01,-9.375741e-02,7.291219e-01,-5.216664e-01,3.615035e-01,-3.557976e-01,8.328261e-01,-7.653150e-01,3.545019e-01,-3.491107e-01,8.107377e-01,-7.652480e-01,3.605244e-01,-3.072806e-01,4.863705e-01,-6.417808e-01,8.692547e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.077428e-01,1.594818e-01,-6.504097e-02,1.078754e-01
191,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.892446e-02,9.639978e-02,-6.685795e-02,-7.734811e-02,7.505389e-01,-1.954783e-01,1.158559e-01,1.162379e-01,6.480019e-01,-9.016425e-01,8.721947e-01,-5.742531e-01,2.736249e-01,-7.334089e-01,3.226387e-02,2.467447e-02,1.176052e-01,1.165741e-01,3.999428e-01,-4.272579e-01,6.657509e-01,-2.265007e-01,9.508189e-01,-3.224355e-01,-1.077435e-01,-1.108689e-01,8.821889e-01,-2.659248e-01,2.767643e-02,4.560580e-02,-2.175588e-01,-6.685884e-01,8.738903e-01,-6.450565e-01,-6.499439e-02,1.086698e-01,-1.001986e-01,-1.054470e-01,8.850201e-01,-7.701986e-01,3.650164e-01,-8.306287e-01,2.833501e-01,-5.408649e-01,8.132315e-01,-3.284012e-01,1.253010e-02,-7.447679e-01,-2.914241e-02,-1.849862e-02,7.615345e-01,-4.597341e-01,7.149002e-01,-5.903102e-02,-2.039602e-02,-3.689710e-02,3.585954e-02,-4.269919e-02,5.948882e-01,-9.245998e-01,1.078065e-01,1.600690e-01,9.548633e-01,-6.450630e-01,-1.051854e-01,3.281586e-02,2.181489e-01,-8.091443e-01,-9.375734e-02,7.291219e-01,-5.216662e-01,3.615033e-01,-3.557976e-01,8.328261e-01,-7.653149e-01,3.545020e-01,-3.491107e-01,8.107382e-01,-7.652480e-01,3.605244e-01,-3.072817e-01,4.863714e-01,-6.417814e-01,8.692609e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.077428e-01,1.594817e-01,-6.504098e-02,1.078753e-01
192,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,2,2,-2,-2,2,2,1,1,-2,-2,-2,-2,1,1,1,1,2,2,1,1,2,2,-1,-1,1,1,2,2,-2,-2,-1,-1,1,1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.999670e-02,9.670181e-02,-6.762056e-02,-7.907179e-02,7.461946e-01,-2.028120e-01,1.735506e-01,1.308155e-01,6.834943e-01,-8.600270e-01,8.326559e-01,-6.037250e-01,2.591887e-01,-6.863095e-01,8.087478e-02,8.327960e-02,3.154293e-01,2.737806e-01,3.630639e-01,-3.485903e-01,7.026503e-01,-2.918001e-01,9.136993e-01,-3.039342e-01,-1.658786e-01,-1.253743e-01,8.866718e-01,-2.689400e-01,2.846433e-02,4.898463e-02,-2.033080e-01,-6.706419e-01,8.061206e-01,-6.528798e-01,-7.066916e-02,7.000753e-02,-3.021826e-01,-2.648979e-01,8.065314e-01,-7.732868e-01,3.327862e-01,-7.379256e-01,2.819520e-01,-5.740269e-01,7.967630e-01,-3.477894e-01,3.697042e-02,-7.127706e-01,-6.790492e-02,-7.647431e-02,7.455870e-01,-4.255930e-01,7.001072e-01,-2.213703e-02,-1.295703e-02,-3.817860e-02,-4.559326e-02,-1.076547e-01,5.564161e-01,-8.051508e-01,1.079882e-01,1.578207e-01,9.394274e-01,-6.467693e-01,-4.878289e-02,1.392665e-01,2.244434e-01,-8.089155e-01,-7.354549e-02,6.785424e-01,-4.574193e-01,2.955210e-01,-3.414168e-01,8.120771e-01,-7.043301e-01,3.110641e-01,-3.513776e-01,7.923729e-01,-7.259390e-01,3.266532e-01,-3.034022e-01,4.688005e-01,-6.193122e-01,9.399022e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.079412e-01,1.573066e-01,-7.067873e-02,6.922270e-02
193,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,2,2,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.606331e-02,9.362905e-02,-7.141213e-02,-8.036752e-02,7.421527e-01,-2.086742e-01,2.734029e-01,1.549050e-01,7.063407e-01,-8.367220e-01,8.052481e-01,-6.253773e-01,2.480321e-01,-6.493559e-01,-3.594843e-01,4.796620e-01,4.616776e-01,5.063711e-01,3.518714e-01,-3.259194e-01,7.514649e-01,-4.117018e-01,8.869914e-01,-2.857970e-01,-1.977384e-01,-1.335491e-01,8.897801e-01,-2.720687e-01,-9.394448e-02,3.705617e-02,-1.875049e-01,-6.712132e-01,7.292089e-01,-6.708191e-01,-6.867000e-02,8.829885e-02,-6.122352e-01,-3.972733e-01,7.556176e-01,-7.820029e-01,3.079611e-01,-6.739200e-01,2.687747e-01,-6.287014e-01,7.991752e-01,-3.727529e-01,6.497610e-02,-6.877647e-01,-6.116646e-01,1.383551e-01,7.707638e-01,-3.806755e-01,6.945624e-01,-8.008515e-03,-9.663164e-02,-5.018909e-02,-4.275975e-01,3.132901e-01,5.393683e-01,-6.963553e-01,1.003103e-01,1.048303e-01,9.246599e-01,-6.582256e-01,-3.119083e-01,7.655990e-01,2.289543e-01,-8.063541e-01,-5.703059e-03,5.535191e-01,-4.122472e-01,2.866077e-01,-2.678007e-01,7.897300e-01,-6.544137e-01,2.844385e-01,-3.662915e-01,7.930899e-01,-6.936364e-01,2.939101e-01,-3.180891e-01,4.684083e-01,-6.060266e-01,1.135296e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.002702e-01,1.042797e-01,-6.867073e-02,8.741558e-02
194,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,-1,-1,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.362817e-02,8.974630e-02,-7.414539e-02,-8.649246e-02,6.613742e-01,-2.862708e-01,2.878890e-01,1.572074e-01,7.801279e-01,-5.524872e-01,4.531108e-01,-7.593494e-01,8.044349e-02,-1.630178e-01,-3.540618e-01,4.819429e-01,5.181002e-01,5.518626e-01,3.243477e-01,-2.877361e-01,8.362043e-01,-4.047456e-01,5.491936e-01,9.967944e-02,-2.186528e-01,-1.384499e-01,9.011753e-01,-2.983783e-01,-9.693564e-02,3.544929e-02,-8.027217e-02,-6.444200e-01,1.252101e-01,-4.063790e-01,-8.785354e-02,-6.224592e-02,-6.705311e-01,-4.558165e-01,6.032368e-02,-3.473653e-01,-7.934849e-02,-7.414990e-02,2.950485e-01,-6.322408e-01,1.326349e-01,1.164407e-01,2.284444e-01,-4.467890e-01,-6.080012e-01,1.252293e-01,3.108213e-01,9.120269e-02,6.897651e-01,6.271583e-03,-8.628198e-02,-5.081587e-02,-4.447937e-01,3.104813e-01,1.864190e-01,-4.502228e-02,9.351955e-02,7.703690e-02,6.227319e-01,-7.636882e-01,-2.916273e-01,7.633260e-01,2.829389e-01,-7.985643e-01,1.301364e-01,1.158859e-01,-1.280495e-01,-1.000705e-01,1.191993e-01,1.188130e-01,-1.076153e-01,-1.059030e-01,1.183564e-01,1.171964e-01,-1.058132e-01,-1.056790e-01,1.121023e-01,1.020923e-01,-1.000146e-01,-1.007057e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,9.369316e-02,7.670225e-02,-8.750502e-02,-6.283782e-02
195,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.250373e-02,8.854275e-02,-7.418544e-02,-8.698242e-02,5.956299e-01,-3.400561e-01,3.050305e-01,1.601180e-01,7.789562e-01,-4.486791e-01,2.598525e-01,-6.867243e-01,5.230643e-02,-7.301544e-02,-3.587975e-01,4.940804e-01,5.737828e-01,6.030980e-01,2.985269e-01,-2.563706e-01,8.268913e-01,-4.186882e-01,4.645722e-01,1.542462e-01,-2.374183e-01,-1.418859e-01,8.701965e-01,-3.292464e-01,-1.096456e-01,3.345631e-02,-1.881023e-03,-6.315916e-01,-3.968718e-01,-5.635472e-01,-8.987017e-02,-9.036462e-02,-7.240337e-01,-5.094381e-01,-2.619669e-01,-5.145459e-01,-4.905039e-02,7.852768e-02,3.126101e-01,-6.464733e-01,9.838633e-02,4.298512e-03,3.576571e-01,-3.418148e-01,-6.195685e-01,1.208711e-01,5.334473e-01,4.145759e-01,6.911977e-01,1.950398e-02,-7.468689e-02,-4.968707e-02,-4.698812e-01,3.349714e-01,3.541326e-01,3.667444e-01,9.238499e-02,9.315996e-02,4.759599e-01,-7.208758e-01,-2.813516e-01,7.735859e-01,3.209312e-01,-7.803644e-01,9.324316e-02,9.313050e-02,-9.040481e-02,-9.033733e-02,9.288557e-02,9.241258e-02,-9.016997e-02,-8.978809e-02,9.138939e-02,8.882670e-02,-8.886974e-02,-8.644527e-02,8.149667e-02,6.031220e-02,-7.936195e-02,-5.924929e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,9.255020e-02,9.284379e-02,-8.944580e-02,-9.089677e-02
196,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.250378e-02,8.854278e-02,-7.418541e-02,-8.698240e-02,5.956268e-01,-3.400540e-01,3.050302e-01,1.601180e-01,7.789563e-01,-4.486794e-01,2.598506e-01,-6.867202e-01,5.230642e-02,-7.301547e-02,-3.587964e-01,4.940794e-01,5.737831e-01,6.030975e-01,2.985286e-01,-2.563722e-01,8.268911e-01,-4.186876e-01,4.645722e-01,1.542462e-01,-2.374185e-01,-1.418859e-01,8.701943e-01,-3.292466e-01,-1.096447e-01,3.345644e-02,-1.881530e-03,-6.315902e-01,-3.968722e-01,-5.635472e-01,-8.987016e-02,-9.036461e-02,-7.240338e-01,-5.094384e-01,-2.619678e-01,-5.145457e-01,-4.905044e-02,7.852761e-02,3.126100e-01,-6.464725e-01,9.838626e-02,4.298118e-03,3.576570e-01,-3.418147e-01,-6.195664e-01,1.208702e-01,5.334471e-01,4.145755e-01,6.911987e-01,1.950335e-02,-7.468654e-02,-4.968702e-02,-4.698792e-01,3.349693e-01,3.541325e-01,3.667442e-01,9.238501e-02,9.315997e-02,4.759589e-01,-7.208758e-01,-2.813511e-01,7.735846e-01,3.209305e-01,-7.803635e-01,9.324316e-02,9.313051e-02,-9.040481e-02,-9.033732e-02,9.288557e-02,9.241258e-02,-9.016997e-02,-8.978809e-02,9.138940e-02,8.882670e-02,-8.886974e-02,-8.644527e-02,8.149667e-02,6.031220e-02,-7.936195e-02,-5.924928e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,9.255022e-02,9.284380e-02,-8.944580e-02,-9.089677e-02
197,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,-2,-2,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.201480e-02,1.179290e-01,-1.176681e-01,-9.938999e-02,5.237285e-01,-2.585243e-01,1.903722e-01,2.635685e-01,7.690785e-01,-4.498473e-01,2.165242e-01,-6.246583e-01,5.213741e-02,-7.309994e-02,-4.501385e-01,6.687633e-01,4.365290e-01,4.806394e-01,3.000638e-01,-2.459710e-01,7.892579e-01,-4.143164e-01,4.643693e-01,1.537666e-01,-1.866085e-01,-2.419159e-01,8.152947e-01,-2.875199e-01,-2.449626e-01,1.464810e-01,3.397164e-02,-6.366426e-01,-3.558161e-01,-5.097019e-01,-9.887888e-02,-1.262061e-01,-6.105912e-01,-2.732761e-01,-2.309461e-01,-4.716726e-01,-4.899082e-02,7.646455e-02,2.838172e-01,-6.179769e-01,9.818668e-02,1.082202e-02,3.959954e-01,-3.978097e-01,-6.985443e-01,2.687699e-01,4.989610e-01,3.837543e-01,6.215556e-01,1.811709e-02,-2.432012e-01,-2.114356e-03,-4.785574e-01,3.488160e-01,3.334880e-01,3.117480e-01,1.143747e-01,1.293411e-01,4.444115e-01,-6.791491e-01,-2.740052e-01,8.074844e-01,2.838344e-01,-7.255917e-01,7.631737e-02,9.325221e-02,-6.118943e-02,-8.694915e-02,9.325269e-02,9.265792e-02,-8.865161e-02,-8.885451e-02,9.156602e-02,8.896320e-02,-8.825093e-02,-8.601616e-02,8.160643e-02,6.040278e-02,-7.905318e-02,-5.901881e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.145477e-01,1.290081e-01,-9.845824e-02,-1.267422e-01
198,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,2,2,-2,-2,0,0,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.827143e-01,7.925913e-01,-6.988486e-01,3.062527e-01,5.112779e-01,-2.249935e-01,-8.029418e-02,6.833252e-01,7.240438e-01,-4.478006e-01,2.047598e-01,-6.244340e-01,5.196281e-02,-7.319082e-02,-4.219949e-01,8.857077e-01,3.605912e-01,5.210187e-01,2.319593e-01,-1.638184e-01,7.518617e-01,-4.227347e-01,4.640408e-01,1.533588e-01,-4.437636e-01,-2.652897e-01,8.246615e-01,-2.117950e-01,-5.841443e-01,8.041005e-01,6.493517e-02,-6.258116e-01,-3.052279e-01,-4.667397e-01,-5.960501e-01,8.615208e-02,-7.240211e-01,9.731870e-02,-1.907440e-01,-4.261648e-01,-4.942195e-02,7.068496e-02,2.692494e-01,-5.950817e-01,9.889466e-02,2.187586e-02,3.951271e-01,-4.179853e-01,-8.038747e-01,5.601475e-01,4.565252e-01,3.482427e-01,5.120136e-01,8.462111e-02,-7.750127e-01,3.126989e-01,-4.816000e-01,3.489153e-01,3.065315e-01,2.662801e-01,-3.036707e-01,4.802070e-01,4.222936e-01,-6.510475e-01,-2.556251e-01,7.805467e-01,2.576247e-01,-6.793319e-01,-4.365046e-02,8.019472e-02,-1.384524e-01,-9.874884e-02,8.886370e-02,9.050876e-02,-9.270485e-02,-9.071202e-02,9.036480e-02,8.823633e-02,-8.923026e-02,-8.658409e-02,8.113894e-02,6.008528e-02,-7.940792e-02,-5.925506e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.035818e-01,4.799025e-01,-5.956596e-01,8.562826e-02
199,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.594794e-01,7.933579e-01,-7.410199e-01,3.343821e-01,1.594491e-01,1.478121e-01,-2.167263e-01,8.044838e-01,4.674731e-02,5.097757e-02,-2.149768e-03,-4.940067e-02,5.153165e-02,-7.650639e-02,-4.963063e-01,9.292233e-01,2.221943e-01,7.074520e-01,-1.064481e-01,7.580762e-02,1.330528e-01,-1.674385e-01,4.624060e-01,1.503943e-01,-5.299746e-01,-2.423917e-01,1.514092e-01,1.475420e-01,-6.365804e-01,8.247102e-01,-1.536871e-01,-1.256774e-01,-1.686345e-01,-1.893173e-01,-6.134030e-01,6.693997e-02,-7.552607e-01,1.824174e-01,-8.925584e-02,-1.503677e-01,-6.705199e-02,-1.694034e-02,-9.616146e-02,-2.319571e-01,9.578021e-02,3.236269e-02,1.828527e-03,4.969756e-02,-8.366340e-01,6.008400e-01,1.800226e-01,2.034671e-01,1.392741e-01,1.978935e-01,-8.476425e-01,4.030319e-01,-4.410943e-01,3.164147e-01,9.841132e-02,1.587694e-01,-3.015315e-01,4.915683e-01,-3.807643e-02,-4.350733e-02,-1.649445e-01,7.581832e-01,-1.346090e-01,-1.377434e-01,-4.703955e-02,8.013527e-02,-1.207338e-01,-9.664642e-02,8.888149e-02,9.050390e-02,-9.219659e-02,-9.057648e-02,9.034196e-02,8.820489e-02,-8.921237e-02,-8.660676e-02,8.110487e-02,6.005152e-02,-7.944380e-02,-5.929388e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.016554e-01,4.914949e-01,-6.134818e-01,6.668359e-02
200,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.470614e-01,8.248082e-01,-7.964669e-01,3.630468e-01,9.298650e-02,1.094034e-01,-2.258472e-01,8.262544e-01,-1.270472e-02,2.946230e-04,4.767174e-02,2.725554e-02,5.102653e-02,-7.813077e-02,-5.331921e-01,9.539780e-01,1.888753e-01,7.063135e-01,-3.328414e-03,1.056616e-01,-6.415322e-03,-1.715817e-01,4.626596e-01,1.518690e-01,-6.107186e-01,-2.383511e-01,1.132807e-01,1.144327e-01,-6.427282e-01,8.813558e-01,-9.404764e-02,-1.086960e-01,2.731236e-03,-1.288824e-02,-6.532924e-01,8.484415e-02,-7.786822e-01,2.273070e-01,3.238745e-02,1.251909e-02,-7.472162e-02,-5.583300e-02,-1.220757e-01,-1.312652e-01,1.035569e-01,7.196830e-02,-4.540926e-02,-2.346624e-02,-8.507447e-01,6.483921e-01,8.962176e-03,3.056148e-02,1.166934e-01,1.199590e-01,-9.153128e-01,5.048458e-01,-4.539339e-01,3.169992e-01,-2.145310e-02,-2.695285e-03,-3.562078e-01,5.450206e-01,1.644606e-02,1.406690e-03,-1.295096e-01,7.539149e-01,-1.129180e-01,-1.159884e-01,-9.573444e-02,7.313585e-02,-1.110442e-01,-9.583922e-02,8.669867e-02,8.954574e-02,-9.257533e-02,-9.100431e-02,8.983248e-02,8.789827e-02,-8.954570e-02,-8.685329e-02,8.090313e-02,5.990921e-02,-7.962746e-02,-5.943423e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.562549e-01,5.449871e-01,-6.533632e-01,8.477753e-02
201,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.470610e-01,8.248125e-01,-7.964664e-01,3.630465e-01,9.298650e-02,1.094034e-01,-2.258473e-01,8.262544e-01,-1.270472e-02,2.946202e-04,4.767174e-02,2.725554e-02,5.102653e-02,-7.813077e-02,-5.331920e-01,9.539779e-01,1.888754e-01,7.063136e-01,-3.328433e-03,1.056616e-01,-6.415342e-03,-1.715819e-01,4.626596e-01,1.518690e-01,-6.107181e-01,-2.383516e-01,1.132807e-01,1.144327e-01,-6.427284e-01,8.813555e-01,-9.404764e-02,-1.086960e-01,2.731240e-03,-1.288823e-02,-6.532976e-01,8.484945e-02,-7.786821e-01,2.273069e-01,3.238746e-02,1.251909e-02,-7.472162e-02,-5.583300e-02,-1.220757e-01,-1.312652e-01,1.035569e-01,7.196831e-02,-4.540926e-02,-2.346624e-02,-8.507450e-01,6.483921e-01,8.962183e-03,3.056150e-02,1.166934e-01,1.199590e-01,-9.153125e-01,5.048455e-01,-4.539344e-01,3.169997e-01,-2.145310e-02,-2.695282e-03,-3.562169e-01,5.450289e-01,1.644606e-02,1.406683e-03,-1.295098e-01,7.539151e-01,-1.129180e-01,-1.159884e-01,-9.574150e-02,7.313480e-02,-1.110459e-01,-9.583951e-02,8.669833e-02,8.954559e-02,-9.257551e-02,-9.100441e-02,8.983239e-02,8.789822e-02,-8.954576e-02,-8.685333e-02,8.090310e-02,5.990919e-02,-7.962749e-02,-5.943425e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.562625e-01,5.449940e-01,-6.533675e-01,8.478193e-02
