#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
11,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.551033e-02,6.752961e-02,-5.305568e-01,-5.774817e-01,-2.306248e-01,7.869248e-01,-7.635241e-01,3.550191e-01,7.092710e-02,4.934127e-02,-3.493066e-01,5.427716e-01,-3.444500e-01,8.287609e-01,1.050461e-02,-9.322405e-03,-1.464088e-02,-1.450144e-02,5.080955e-01,5.745119e-01,-3.441780e-01,8.287598e-01,-3.438148e-01,8.287335e-01,-7.638869e-01,3.544919e-01,-3.536823e-02,-7.683171e-02,1.282482e-02,1.257647e-02,-4.255832e-01,-6.554020e-01,8.192845e-02,7.394196e-02,-8.865496e-01,3.455805e-01,-7.778298e-02,-5.262503e-02,-1.091380e-01,-9.043377e-02,-3.448843e-01,8.290196e-01,-7.638015e-01,3.549034e-01,-6.505528e-01,8.276078e-02,-7.623922e-01,3.541222e-01,-1.320020e-02,7.054747e-03,3.007788e-02,7.187286e-02,-8.670337e-02,-7.740362e-02,-3.486192e-01,8.303510e-01,-7.637776e-01,3.545653e-01,-3.467207e-01,8.270095e-01,-7.638270e-01,3.547131e-01,3.904034e-01,6.347079e-01,3.599869e-01,-6.418011e-01,7.881279e-02,-7.084827e-01,7.465621e-01,-6.061968e-01,4.252743e-01,-8.121612e-01,8.729680e-01,-3.912026e-01,6.332408e-01,-7.156509e-01,7.954503e-01,-6.778416e-03,7.178908e-01,-2.620549e-01,-3.589242e-01,6.828514e-01,-1.067266e-01,7.971946e-01,-7.573876e-01,5.757733e-01,-4.552234e-01,8.632951e-01,-8.242027e-01,3.558519e-01,-6.653878e-01,6.948618e-01,-7.086328e-01,-2.111632e-02,-6.763249e-01,2.673580e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-5.334972e-01,-5.801639e-01,-4.285023e-01,-6.580740e-01,5.107307e-01,5.773804e-01,3.930349e-01,6.375872e-01
12,-1,-1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,2,2,1,1,2,2,1,1,-1,-1,-2,-2,-2,-2,1,1,2,2,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.359484e-01,1.782907e-01,-4.389014e-01,-5.108736e-01,-2.336607e-01,7.856663e-01,-7.139279e-01,3.107432e-01,1.061215e-01,1.022057e-01,-3.808682e-01,6.586485e-01,-3.426341e-01,8.276288e-01,7.293590e-02,6.439667e-02,6.228271e-02,5.585394e-02,4.128353e-01,4.650977e-01,-3.411282e-01,8.060383e-01,-3.397487e-01,8.088550e-01,-7.638867e-01,3.548736e-01,1.902485e-01,1.438206e-01,-5.563404e-02,-6.313563e-02,-3.271777e-01,-5.538673e-01,-1.300193e-01,-9.605271e-02,-8.507387e-01,2.921801e-01,-1.091574e-01,-9.070368e-02,-2.516011e-01,-6.908558e-02,-3.446398e-01,8.284380e-01,-7.266852e-01,3.352183e-01,-6.999536e-01,1.795031e-01,-7.110083e-01,3.112620e-01,-6.683442e-02,-6.153426e-02,-1.986067e-01,-1.516040e-01,1.222579e-01,8.642280e-02,-3.498044e-01,8.139237e-01,-7.642565e-01,3.567045e-01,-3.438121e-01,8.405394e-01,-7.656307e-01,3.549053e-01,2.961449e-01,5.522610e-01,3.361864e-01,-6.132325e-01,9.520902e-02,-6.757506e-01,6.896652e-01,-5.634932e-01,3.787820e-01,-7.576652e-01,8.331825e-01,-3.593184e-01,5.703914e-01,-6.201457e-01,7.885091e-01,-2.964965e-02,6.628812e-01,-2.492597e-01,-3.266173e-01,5.847648e-01,-1.360052e-01,7.821047e-01,-6.679595e-01,4.778056e-01,-4.438205e-01,7.932337e-01,-7.376725e-01,2.747153e-01,-5.944907e-01,6.260070e-01,-6.557008e-01,-3.186326e-02,-6.354014e-01,2.282950e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-4.414278e-01,-5.131386e-01,-3.297824e-01,-5.561763e-01,4.152528e-01,4.677462e-01,2.985817e-01,5.549290e-01
13,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.477283e-01,8.040475e-01,-3.531906e-01,-3.987391e-01,-2.358113e-01,7.868826e-01,-6.669929e-01,2.748939e-01,-3.518383e-01,8.074692e-01,-3.449103e-01,8.452147e-01,-3.461520e-01,8.287765e-01,-3.992792e-01,8.062304e-01,-3.859637e-01,4.697296e-01,3.121673e-01,3.616174e-01,-3.488407e-01,7.938631e-01,-3.431755e-01,8.009470e-01,-7.636080e-01,3.555469e-01,3.767927e-01,4.691419e-01,-6.339548e-01,1.491073e-01,-2.260440e-01,-4.623564e-01,-4.598343e-01,-2.433140e-01,-8.147672e-01,2.482026e-01,-6.749715e-01,2.927917e-01,-6.738490e-01,2.782308e-01,-3.436839e-01,8.286979e-01,-6.917982e-01,3.183366e-01,-7.473930e-01,3.143891e-01,-6.651362e-01,2.803484e-01,-6.912575e-01,3.527278e-01,-5.250913e-01,-3.505992e-01,2.793129e-01,3.388481e-01,-3.549642e-01,8.067593e-01,-7.643608e-01,3.577440e-01,-3.432204e-01,8.298772e-01,-7.662224e-01,3.553439e-01,1.731366e-01,4.565488e-01,2.685415e-01,-4.881903e-01,1.261453e-01,-6.387095e-01,5.483947e-01,-4.547726e-01,3.483919e-01,-6.604942e-01,7.848427e-01,-3.690133e-01,5.162447e-01,-5.673262e-01,7.884487e-01,-6.396993e-02,5.815768e-01,-1.882873e-01,-2.853274e-01,5.382031e-01,-1.852679e-01,7.700771e-01,-6.396473e-01,4.340263e-01,-4.414890e-01,6.936769e-01,-6.595269e-01,2.941127e-01,-5.007427e-01,5.178821e-01,-6.512788e-01,4.981472e-03,-5.820732e-01,1.960173e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-3.553754e-01,-4.007033e-01,-2.282918e-01,-4.643157e-01,3.144037e-01,3.641036e-01,1.754077e-01,4.590412e-01
14,1,1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,2,2,-1,-1,2,2,-1,-1,1,1,-2,-2,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.446609e-01,8.116270e-01,-1.321109e-01,-1.058390e-01,-2.090243e-02,1.591445e-01,-1.102665e-01,-8.270335e-02,-3.446746e-01,8.189089e-01,-3.454438e-01,8.353300e-01,-1.402877e-01,7.490903e-01,-3.942047e-01,8.086947e-01,-3.637983e-01,4.673593e-01,1.266556e-01,1.063395e-01,1.063733e-01,2.688010e-01,1.207808e-01,1.241996e-01,-7.705128e-01,3.538176e-01,4.611579e-01,5.585650e-01,-6.367805e-01,1.372140e-01,-7.057715e-02,-1.199105e-01,-5.487904e-01,-3.306400e-01,-4.989705e-01,-6.020802e-02,-7.196898e-01,3.284870e-01,-7.168272e-01,3.129980e-01,-3.527034e-01,8.309117e-01,-1.679551e-01,1.415142e-01,-7.548139e-01,3.320551e-01,-1.191530e-01,-1.032836e-01,-7.324329e-01,3.860917e-01,-6.022345e-01,-4.399639e-01,3.820785e-01,4.197239e-01,1.168640e-01,1.210453e-01,-7.637156e-01,3.564218e-01,-3.442833e-01,8.295280e-01,-5.979856e-01,3.739664e-01,6.124033e-02,1.140418e-01,-7.593424e-02,-7.972138e-02,-6.698189e-02,-7.515305e-02,-6.614404e-03,-1.161800e-02,-9.558227e-05,-9.927078e-03,4.880520e-02,4.357450e-02,5.476366e-02,4.958651e-02,1.867779e-01,1.681069e-01,1.815379e-01,1.901973e-01,8.472053e-02,8.191173e-02,6.157028e-02,8.776775e-02,-9.000303e-03,-1.655230e-03,-2.524053e-02,1.024080e-02,-5.734842e-02,-4.866778e-02,-7.410877e-02,-3.794236e-02,-1.686311e-01,-1.468311e-01,-1.785348e-01,-1.389372e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-1.334958e-01,-1.069594e-01,-7.211411e-02,-1.211009e-01,1.276752e-01,1.075838e-01,6.241704e-02,1.153679e-01
15,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.453796e-01,8.293345e-01,8.657292e-02,6.845967e-02,-5.764485e-03,9.442217e-02,-8.981358e-02,-8.407264e-02,-3.488496e-01,8.387044e-01,-3.447297e-01,8.288722e-01,-9.437989e-02,7.292146e-01,-3.997207e-01,8.113991e-01,-3.524528e-01,4.707512e-01,-8.953261e-02,-6.637047e-02,1.077005e-01,1.598591e-01,9.579526e-02,9.917536e-02,-7.655537e-01,3.544735e-01,5.403957e-01,6.378020e-01,-6.417158e-01,1.252338e-01,1.059420e-01,9.962701e-02,-6.327904e-01,-4.106965e-01,-4.200754e-01,-1.433279e-01,-7.673572e-01,3.731834e-01,-7.640296e-01,3.563833e-01,-3.552013e-01,8.319390e-01,-6.736396e-02,1.080204e-01,-7.639133e-01,3.552666e-01,-1.053673e-01,-9.494454e-02,-7.658718e-01,4.217597e-01,-6.869252e-01,-5.255742e-01,4.706379e-01,4.856802e-01,9.320306e-02,9.390670e-02,-7.635693e-01,3.551439e-01,-3.445384e-01,8.287665e-01,-5.227924e-01,3.615847e-01,-1.115405e-01,-1.026809e-01,2.791701e-02,2.260745e-02,3.438494e-02,3.186897e-02,1.528045e-02,1.257974e-02,1.787335e-02,1.708472e-02,2.027110e-02,1.615847e-02,2.076799e-02,2.192359e-02,9.698314e-02,7.376158e-02,8.489021e-02,1.008024e-01,-2.751924e-02,-2.204069e-02,-3.590110e-02,-3.218880e-02,-1.474803e-02,-1.245512e-02,-1.861597e-02,-1.684894e-02,-1.973902e-02,-1.619694e-02,-2.127511e-02,-2.154539e-02,-9.537164e-02,-7.302306e-02,-8.439843e-02,-9.927185e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.578835e-02,6.791493e-02,1.050089e-01,9.904661e-02,-8.919879e-02,-6.578699e-02,-1.110440e-01,-1.020473e-01
16,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.453796e-01,8.293345e-01,8.657292e-02,6.845967e-02,-5.764485e-03,9.442217e-02,-8.981359e-02,-8.407265e-02,-3.488496e-01,8.387044e-01,-3.447297e-01,8.288722e-01,-9.437983e-02,7.292145e-01,-3.997207e-01,8.113991e-01,-3.524528e-01,4.707512e-01,-8.953261e-02,-6.637047e-02,1.077005e-01,1.598591e-01,9.579526e-02,9.917536e-02,-7.655537e-01,3.544735e-01,5.403957e-01,6.378020e-01,-6.417158e-01,1.252338e-01,1.059420e-01,9.962701e-02,-6.327904e-01,-4.106965e-01,-4.200754e-01,-1.433279e-01,-7.673572e-01,3.731834e-01,-7.640296e-01,3.563833e-01,-3.552013e-01,8.319390e-01,-6.736397e-02,1.080203e-01,-7.639133e-01,3.552666e-01,-1.053673e-01,-9.494454e-02,-7.658718e-01,4.217597e-01,-6.869252e-01,-5.255742e-01,4.706379e-01,4.856802e-01,9.320306e-02,9.390670e-02,-7.635693e-01,3.551439e-01,-3.445384e-01,8.287665e-01,-5.227923e-01,3.615846e-01,-1.115405e-01,-1.026809e-01,2.791701e-02,2.260745e-02,3.438494e-02,3.186897e-02,1.528045e-02,1.257974e-02,1.787335e-02,1.708472e-02,2.027110e-02,1.615847e-02,2.076799e-02,2.192359e-02,9.698314e-02,7.376158e-02,8.489021e-02,1.008024e-01,-2.751924e-02,-2.204069e-02,-3.590110e-02,-3.218880e-02,-1.474803e-02,-1.245512e-02,-1.861597e-02,-1.684894e-02,-1.973902e-02,-1.619694e-02,-2.127511e-02,-2.154539e-02,-9.537164e-02,-7.302306e-02,-8.439843e-02,-9.927185e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,8.578835e-02,6.791493e-02,1.050089e-01,9.904661e-02,-8.919879e-02,-6.578699e-02,-1.110440e-01,-1.020473e-01
17,2,2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.452688e-01,8.296061e-01,1.809152e-01,1.968115e-01,-5.791369e-03,9.437809e-02,-9.063291e-02,-8.600289e-02,-3.572830e-01,8.396009e-01,-3.420229e-01,8.064441e-01,-7.399417e-02,6.787204e-01,-4.257076e-01,8.584238e-01,-4.696003e-01,5.109956e-01,-2.267765e-01,-1.400008e-01,1.076553e-01,1.575187e-01,9.562368e-02,9.898101e-02,-7.057197e-01,3.143207e-01,3.306282e-01,3.881898e-01,-7.103287e-01,1.909387e-01,2.318356e-01,2.269668e-01,-4.103338e-01,-1.703127e-01,-4.201378e-01,-1.434378e-01,-7.662212e-01,3.737669e-01,-7.662826e-01,3.598940e-01,-3.414678e-01,8.097488e-01,-7.322462e-02,6.879974e-02,-7.268432e-01,3.368563e-01,-1.055712e-01,-9.533780e-02,-7.941743e-01,4.795879e-01,-5.594010e-01,-1.089500e-01,1.012731e-01,3.592739e-01,9.313027e-02,9.379047e-02,-7.161195e-01,3.103695e-01,-3.427294e-01,8.097523e-01,-4.580146e-01,2.950142e-01,-2.835453e-01,-1.348086e-01,2.680802e-01,2.138890e-01,2.341119e-01,2.787274e-01,5.289125e-02,4.331598e-02,4.963511e-02,5.516815e-02,3.131408e-02,2.588582e-02,3.070427e-02,3.305074e-02,1.013936e-01,7.783024e-02,8.900957e-02,1.052326e-01,-3.035614e-01,-2.270771e-01,-2.631823e-01,-2.989360e-01,-5.812791e-02,-4.737668e-02,-5.577578e-02,-6.100884e-02,-3.277072e-02,-2.757976e-02,-3.319356e-02,-3.477819e-02,-1.007096e-01,-7.791711e-02,-8.946069e-02,-1.046695e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.803206e-01,1.964575e-01,2.311209e-01,2.264260e-01,-2.265374e-01,-1.396082e-01,-2.831279e-01,-1.342616e-01
18,2,2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,0,0,-2,-2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.504334e-01,8.311087e-01,-1.333097e-01,5.109093e-01,-5.847224e-03,9.430153e-02,-9.079542e-02,-8.588011e-02,-3.604489e-01,8.460733e-01,-3.484422e-01,7.936079e-01,-6.032222e-03,5.534276e-01,-4.816144e-01,9.140648e-01,-7.442240e-01,5.880666e-01,-6.352227e-01,1.945775e-02,1.006299e-01,1.048890e-01,9.508355e-02,9.734221e-02,-6.571026e-01,2.911930e-01,1.595808e-01,5.841372e-01,-8.063777e-01,3.935497e-01,2.099354e-01,4.903453e-01,-7.203542e-01,1.804160e-01,-4.202034e-01,-1.435214e-01,-7.644028e-01,3.601553e-01,-7.674730e-01,3.573845e-01,-2.679765e-01,7.866668e-01,-7.063163e-02,8.728744e-02,-6.890371e-01,3.201159e-01,-1.056844e-01,-9.548845e-02,-8.244487e-01,7.243944e-01,-7.755527e-01,4.490767e-01,-4.145410e-01,6.215856e-01,9.300831e-02,9.355956e-02,-6.779331e-01,2.685380e-01,-3.569259e-01,8.058107e-01,-4.123016e-01,2.853309e-01,-5.996470e-01,2.603109e-01,4.379554e-01,4.478339e-01,4.423546e-01,5.549422e-01,9.068653e-02,7.602875e-02,8.262493e-02,9.423915e-02,4.233186e-02,3.583320e-02,4.045632e-02,4.403121e-02,1.058008e-01,8.197753e-02,9.303420e-02,1.095999e-01,-5.818760e-01,-3.739388e-01,-5.311362e-01,-4.671382e-01,-9.019210e-02,-7.026116e-02,-8.751155e-02,-9.506950e-02,-4.020057e-02,-3.343843e-02,-4.092623e-02,-4.290234e-02,-1.031590e-01,-7.995903e-02,-9.207202e-02,-1.073252e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-1.332735e-01,5.103530e-01,2.095182e-01,4.894963e-01,-6.350314e-01,1.933988e-02,-5.989783e-01,2.603973e-01
19,2,2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.425736e-01,7.531631e-01,-2.955381e-01,6.657521e-01,-6.242345e-03,9.374049e-02,-9.350023e-02,-9.181085e-02,-3.712184e-01,8.513543e-01,1.057376e-01,2.684227e-01,1.300166e-01,1.160385e-01,-5.991742e-01,9.180934e-01,-7.982299e-01,5.936635e-01,-6.490967e-01,8.477946e-03,9.398650e-02,7.695083e-02,9.292613e-02,9.368355e-02,-1.076906e-01,-1.045215e-01,-5.430206e-02,7.583959e-01,-8.175890e-01,4.439365e-01,7.611563e-02,7.341251e-01,-7.355119e-01,2.469335e-01,-4.205935e-01,-1.440849e-01,-7.667659e-01,3.396824e-01,-5.974835e-01,3.767040e-01,1.196759e-01,1.198419e-01,-8.958364e-02,-6.293113e-02,-1.669043e-01,1.423853e-01,-1.065669e-01,-9.695519e-02,-8.462192e-01,7.352062e-01,-7.817429e-01,5.396349e-01,-6.412641e-01,6.900618e-01,9.216569e-02,9.223942e-02,-1.092684e-01,-8.266811e-02,1.202337e-01,1.235561e-01,-1.285085e-01,-1.000619e-01,-6.315129e-01,2.563023e-01,4.994258e-01,5.476682e-01,4.694364e-01,6.625536e-01,1.018695e-01,8.709782e-02,8.747275e-02,1.040444e-01,4.483691e-02,3.848852e-02,4.141690e-02,4.593086e-02,1.065024e-01,8.279323e-02,9.320879e-02,1.100772e-01,-6.410511e-01,-4.305792e-01,-5.707903e-01,-5.290454e-01,-9.921940e-02,-7.781449e-02,-9.452131e-02,-1.042248e-01,-4.250750e-02,-3.554295e-02,-4.265455e-02,-4.508458e-02,-1.039376e-01,-8.071930e-02,-9.261799e-02,-1.080326e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-2.951705e-01,6.652693e-01,7.603122e-02,7.333563e-01,-6.486212e-01,8.092760e-03,-6.307714e-01,2.558906e-01
20,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.590877e-02,7.338088e-01,-3.256944e-01,7.053049e-01,-6.342170e-03,9.360004e-02,-9.368781e-02,-9.221978e-02,-3.758154e-01,8.453973e-01,1.071342e-01,1.595094e-01,9.356639e-02,9.384715e-02,-6.505713e-01,9.016808e-01,-8.269404e-01,6.194769e-01,-6.964065e-01,1.510235e-02,9.310011e-02,9.333636e-02,9.239662e-02,9.280382e-02,-8.943843e-02,-8.836880e-02,-9.973271e-02,7.853350e-01,-8.278895e-01,5.092733e-01,8.950206e-02,7.659884e-01,-8.270278e-01,3.262887e-01,-4.206338e-01,-1.441383e-01,-7.618613e-01,3.369580e-01,-5.207754e-01,3.623959e-01,9.425999e-02,9.495569e-02,-9.145604e-02,-9.096450e-02,-6.540021e-02,1.089434e-01,-1.066426e-01,-9.706801e-02,-8.317452e-01,8.036029e-01,-8.585957e-01,6.549049e-01,-7.048203e-01,7.206834e-01,9.195750e-02,9.191556e-02,-8.634123e-02,-8.171452e-02,9.626658e-02,9.908298e-02,-9.055020e-02,-9.008721e-02,-6.860567e-01,3.217356e-01,5.515824e-01,6.009575e-01,5.041843e-01,7.014317e-01,1.099032e-01,9.500925e-02,9.100089e-02,1.101115e-01,4.657655e-02,4.026999e-02,4.228548e-02,4.732857e-02,1.070275e-01,8.337118e-02,9.342856e-02,1.104782e-01,-6.923980e-01,-4.783889e-01,-6.089939e-01,-5.690881e-01,-1.050529e-01,-8.306509e-02,-9.854413e-02,-1.095336e-01,-4.373727e-02,-3.667984e-02,-4.346323e-02,-4.619622e-02,-1.042397e-01,-8.102236e-02,-9.275760e-02,-1.082800e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-3.251807e-01,7.048069e-01,8.955477e-02,7.652786e-01,-6.959182e-01,1.470407e-02,-6.853740e-01,3.212019e-01
