#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
213,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.927387e-01,-3.469558e-01,-3.564469e-01,-4.102899e-01,8.874694e-01,-2.913908e-01,2.749368e-01,-6.672570e-01,8.088871e-01,-3.687099e-01,8.288595e-01,-3.428799e-01,8.464413e-01,-3.444642e-01,8.022362e-01,-4.093811e-01,7.095538e-01,-1.860340e-01,4.715476e-01,2.215997e-01,8.030877e-01,-3.500855e-01,8.048614e-01,-3.448950e-01,3.582413e-01,-7.644004e-01,5.230137e-01,3.285547e-01,3.417395e-01,-4.403751e-01,-2.253926e-01,-4.642063e-01,-3.086914e-01,-3.666794e-01,2.466748e-01,-6.444076e-01,2.746606e-01,-6.877056e-01,3.208629e-01,-6.890719e-01,8.299215e-01,-3.428656e-01,2.773816e-01,-6.762698e-01,3.570942e-01,-7.657730e-01,2.928990e-01,-6.810971e-01,3.301316e-01,-6.885901e-01,-3.928126e-01,-4.678603e-01,4.370421e-01,1.922488e-01,7.864872e-01,-3.542886e-01,3.560129e-01,-7.637136e-01,8.286194e-01,-3.428733e-01,3.150104e-01,-7.470418e-01,3.186516e-01,2.963481e-01,2.684491e-01,-4.908279e-01,1.253621e-01,-6.394569e-01,5.462976e-01,-4.564488e-01,3.477923e-01,-6.601334e-01,7.846551e-01,-3.700418e-01,5.154063e-01,-5.680405e-01,7.885899e-01,-6.458615e-02,5.815965e-01,-1.885519e-01,7.618173e-01,-1.692127e-01,5.117613e-01,-2.939640e-01,7.032850e-01,-4.328311e-01,4.135468e-01,-6.430803e-01,5.211342e-01,-4.996667e-01,2.781320e-01,-6.527404e-01,2.037308e-01,-5.741383e-01,-1.062359e-02,-6.445418e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.583000e-01,-4.123179e-01,-2.275038e-01,-4.664315e-01,4.740727e-01,2.238901e-01,3.212208e-01,2.986546e-01
214,1,1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,2,2,-1,-1,2,2,-1,-1,1,1,-2,-2,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.058153e-01,-3.423418e-01,-1.345005e-01,-1.145819e-01,5.488273e-01,9.788866e-02,-1.038024e-01,-1.134435e-01,8.146290e-01,-3.617461e-01,8.276021e-01,-3.415135e-01,6.575919e-01,-3.817415e-01,8.141487e-01,-4.118060e-01,7.117087e-01,-1.610000e-01,1.260057e-01,1.000620e-01,1.808199e-01,-1.384912e-01,1.212721e-01,1.132847e-01,3.571973e-01,-7.643728e-01,5.966337e-01,4.220067e-01,3.608202e-01,-4.475986e-01,-6.898565e-02,-1.208265e-01,-4.005376e-01,-4.337666e-01,8.035867e-02,-1.654520e-01,3.124326e-01,-7.300385e-01,3.355154e-01,-7.264131e-01,8.407899e-01,-3.439163e-01,-6.948784e-02,-2.508086e-01,3.555862e-01,-7.650919e-01,-8.562728e-02,-1.098424e-01,3.632324e-01,-7.231628e-01,-4.817009e-01,-5.604834e-01,5.380064e-01,3.007717e-01,1.292571e-01,1.211248e-01,3.550045e-01,-7.640011e-01,8.283991e-01,-3.446534e-01,1.842737e-01,-7.012093e-01,6.235076e-02,1.132344e-01,-7.694029e-02,-8.221513e-02,-6.726656e-02,-7.584165e-02,-6.939260e-03,-1.326414e-02,-3.914393e-04,-1.056845e-02,4.825953e-02,4.238767e-02,5.436082e-02,4.904055e-02,1.864025e-01,1.675817e-01,1.812674e-01,1.898824e-01,8.389254e-02,7.954297e-02,6.133294e-02,8.708871e-02,-9.058696e-03,-3.417607e-03,-2.538161e-02,9.479602e-03,-5.733503e-02,-4.975453e-02,-7.428018e-02,-3.847220e-02,-1.686691e-01,-1.473907e-01,-1.787400e-01,-1.391484e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-1.355834e-01,-1.159182e-01,-7.021001e-02,-1.222230e-01,1.273134e-01,1.011084e-01,6.382665e-02,1.143737e-01
215,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.289448e-01,-3.458734e-01,8.563412e-02,6.231361e-02,4.630845e-01,1.541897e-01,-8.998239e-02,-9.184828e-02,8.328121e-01,-3.631880e-01,8.288112e-01,-3.449761e-01,5.389735e-01,-3.461704e-01,8.356097e-01,-4.204134e-01,7.352468e-01,-1.518067e-01,-9.076565e-02,-7.325973e-02,7.510646e-02,-9.286443e-02,9.523494e-02,9.015522e-02,3.550231e-01,-7.638959e-01,6.713665e-01,5.018382e-01,3.995705e-01,-4.780623e-01,1.071297e-01,9.823652e-02,-4.886698e-01,-5.140407e-01,4.940100e-02,-8.216343e-02,3.597085e-01,-7.704547e-01,3.557498e-01,-7.644380e-01,8.260232e-01,-3.466772e-01,-9.464520e-02,-1.085311e-01,3.549378e-01,-7.639526e-01,-8.597664e-02,-8.810922e-02,4.057560e-01,-7.619553e-01,-5.640002e-01,-6.497100e-01,6.194221e-01,3.800414e-01,1.122927e-01,1.005528e-01,3.545783e-01,-7.639104e-01,8.290493e-01,-3.450313e-01,8.533167e-02,-6.505244e-01,-1.110722e-01,-1.035141e-01,2.653712e-02,2.061430e-02,3.398714e-02,3.105056e-02,1.454121e-02,1.168357e-02,1.748740e-02,1.652878e-02,1.985286e-02,1.568392e-02,2.049605e-02,2.157642e-02,9.673184e-02,7.348453e-02,8.470884e-02,1.005840e-01,-2.890435e-02,-2.405830e-02,-3.632617e-02,-3.300111e-02,-1.547918e-02,-1.334459e-02,-1.899851e-02,-1.739759e-02,-2.015097e-02,-1.666556e-02,-2.154212e-02,-2.188661e-02,-9.561886e-02,-7.329621e-02,-8.457621e-02,-9.948629e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.514435e-02,6.154495e-02,1.065054e-01,9.744328e-02,-9.015749e-02,-7.288622e-02,-1.102915e-01,-1.030815e-01
216,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.289448e-01,-3.458734e-01,8.563412e-02,6.231361e-02,4.630845e-01,1.541897e-01,-8.998239e-02,-9.184828e-02,8.328121e-01,-3.631880e-01,8.288112e-01,-3.449761e-01,5.389735e-01,-3.461704e-01,8.356098e-01,-4.204134e-01,7.352467e-01,-1.518067e-01,-9.076565e-02,-7.325973e-02,7.510646e-02,-9.286444e-02,9.523494e-02,9.015522e-02,3.550231e-01,-7.638959e-01,6.713665e-01,5.018382e-01,3.995704e-01,-4.780622e-01,1.071297e-01,9.823652e-02,-4.886698e-01,-5.140407e-01,4.940100e-02,-8.216343e-02,3.597085e-01,-7.704547e-01,3.557498e-01,-7.644380e-01,8.260232e-01,-3.466772e-01,-9.464520e-02,-1.085311e-01,3.549378e-01,-7.639526e-01,-8.597664e-02,-8.810922e-02,4.057560e-01,-7.619552e-01,-5.640002e-01,-6.497100e-01,6.194221e-01,3.800414e-01,1.122927e-01,1.005528e-01,3.545783e-01,-7.639104e-01,8.290493e-01,-3.450313e-01,8.533168e-02,-6.505244e-01,-1.110722e-01,-1.035141e-01,2.653712e-02,2.061430e-02,3.398714e-02,3.105056e-02,1.454121e-02,1.168357e-02,1.748740e-02,1.652878e-02,1.985286e-02,1.568392e-02,2.049605e-02,2.157642e-02,9.673184e-02,7.348453e-02,8.470884e-02,1.005840e-01,-2.890435e-02,-2.405830e-02,-3.632617e-02,-3.300111e-02,-1.547918e-02,-1.334459e-02,-1.899851e-02,-1.739759e-02,-2.015097e-02,-1.666556e-02,-2.154212e-02,-2.188661e-02,-9.561886e-02,-7.329621e-02,-8.457621e-02,-9.948629e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.514435e-02,6.154495e-02,1.065054e-01,9.744328e-02,-9.015749e-02,-7.288622e-02,-1.102915e-01,-1.030815e-01
217,2,2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.363809e-01,-3.492983e-01,2.228358e-01,1.590357e-01,4.632450e-01,1.544154e-01,-8.979221e-02,-9.193959e-02,8.365494e-01,-3.786525e-01,8.117251e-01,-3.462181e-01,4.911577e-01,-2.970784e-01,8.376979e-01,-4.858201e-01,7.917454e-01,-2.367291e-01,-1.042463e-01,-2.237396e-01,8.242655e-02,-4.681620e-02,9.630532e-02,9.256465e-02,3.274048e-01,-7.246816e-01,5.286749e-01,1.312951e-01,5.011665e-01,-5.493967e-01,2.464751e-01,1.926844e-01,-7.455468e-02,-4.087290e-01,4.951838e-02,-8.201991e-02,3.671788e-01,-7.695354e-01,3.358793e-01,-7.556801e-01,7.932510e-01,-3.486526e-01,-9.638365e-02,-1.196560e-01,3.122452e-01,-7.179083e-01,-8.580072e-02,-8.790291e-02,4.057176e-01,-8.166852e-01,-3.689354e-01,-3.847479e-01,4.128172e-01,1.290196e-01,1.126344e-01,1.011208e-01,3.096769e-01,-7.141058e-01,8.120091e-01,-3.412457e-01,6.834336e-02,-6.118829e-01,-2.319075e-01,-2.183568e-01,2.681312e-01,2.074233e-01,2.338489e-01,2.747957e-01,5.139257e-02,4.145911e-02,4.882017e-02,5.400180e-02,3.048037e-02,2.495707e-02,3.013668e-02,3.234486e-02,1.008993e-01,7.729767e-02,8.863036e-02,1.047916e-01,-2.918491e-01,-2.498951e-01,-2.756446e-01,-3.199322e-01,-6.086762e-02,-5.062819e-02,-5.819083e-02,-6.380568e-02,-3.411633e-02,-2.899444e-02,-3.423562e-02,-3.599960e-02,-1.014393e-01,-7.867596e-02,-9.005541e-02,-1.053425e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.225153e-01,1.585995e-01,2.459907e-01,1.920677e-01,-1.037796e-01,-2.235177e-01,-2.312476e-01,-2.179623e-01
218,2,2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,0,0,-2,-2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.471215e-01,-3.466368e-01,7.633266e-01,-1.025786e-01,4.633163e-01,1.544969e-01,-9.010006e-02,-9.282481e-02,8.370824e-01,-3.689598e-01,8.035403e-01,-3.501740e-01,4.801079e-01,-3.024274e-01,8.225893e-01,-7.670690e-01,8.582572e-01,-4.650283e-01,2.268441e-01,-5.730496e-01,8.331841e-02,-4.212645e-02,9.649053e-02,9.292140e-02,3.062072e-01,-6.880156e-01,8.117830e-01,-5.282366e-01,7.249238e-01,-6.495940e-01,6.937649e-01,-2.850699e-01,4.846862e-01,-6.261463e-01,4.955744e-02,-8.199621e-02,3.750467e-01,-7.654583e-01,3.208095e-01,-7.482798e-01,7.838608e-01,-3.563570e-01,-9.929879e-02,-1.382170e-01,2.799230e-01,-6.769073e-01,-8.581327e-02,-8.800072e-02,4.156069e-01,-8.591222e-01,-2.397264e-01,-4.863566e-01,8.438698e-01,-2.707716e-01,1.127308e-01,1.012443e-01,2.735399e-01,-6.668333e-01,8.050752e-01,-3.451984e-01,8.540060e-02,-5.961990e-01,-2.705754e-01,-4.499224e-01,5.817468e-01,3.291292e-01,5.155868e-01,4.372454e-01,8.451553e-02,6.343738e-02,8.168493e-02,8.969458e-02,3.827126e-02,3.090628e-02,3.847000e-02,4.101991e-02,1.035064e-01,7.942766e-02,9.147379e-02,1.076584e-01,-4.670225e-01,-5.301403e-01,-5.079661e-01,-5.884062e-01,-1.018237e-01,-8.755341e-02,-9.451386e-02,-1.057817e-01,-4.617103e-02,-3.995527e-02,-4.500370e-02,-4.800980e-02,-1.063204e-01,-8.326813e-02,-9.456027e-02,-1.101949e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.632708e-01,-1.024014e-01,6.931876e-01,-2.850400e-01,2.265860e-01,-5.724781e-01,-2.702653e-01,-4.489850e-01
219,2,2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6.582425e-01,-3.863730e-01,7.676931e-01,-7.185685e-02,4.634075e-01,1.546851e-01,-8.837948e-02,-8.893604e-02,8.360677e-01,-3.349057e-01,1.800618e-01,-1.399080e-01,1.306612e-01,1.161660e-01,8.766337e-01,-7.635870e-01,8.677197e-01,-5.005009e-01,2.922653e-01,-6.172731e-01,9.566753e-02,7.785372e-02,9.804278e-02,9.656380e-02,-1.075433e-01,-1.062719e-01,8.385385e-01,-5.760479e-01,7.666280e-01,-6.467110e-01,7.031038e-01,-2.981931e-01,6.025555e-01,-6.695413e-01,4.966918e-02,-8.177546e-02,3.667442e-01,-8.218112e-01,1.871068e-01,-7.031249e-01,1.195266e-01,1.191541e-01,-8.791682e-02,-6.209801e-02,-6.869183e-02,-2.507820e-01,-8.538614e-02,-8.716265e-02,5.685143e-01,-9.199595e-01,-9.516312e-03,-6.693283e-01,8.560570e-01,-3.209481e-01,1.131036e-01,1.019879e-01,-1.047406e-01,-1.129718e-01,1.199514e-01,1.123574e-01,-1.278586e-01,-1.000436e-01,-1.284656e-01,-6.207298e-01,6.291305e-01,3.869517e-01,5.636716e-01,4.963522e-01,9.346693e-02,7.154892e-02,8.925087e-02,9.822809e-02,4.081058e-02,3.325310e-02,4.056927e-02,4.347112e-02,1.045161e-01,8.040029e-02,9.231656e-02,1.086247e-01,-5.196440e-01,-5.604360e-01,-4.991208e-01,-6.656648e-01,-1.064282e-01,-9.135316e-02,-9.242824e-02,-1.081724e-01,-4.584192e-02,-3.990167e-02,-4.337988e-02,-4.711239e-02,-1.056248e-01,-8.274757e-02,-9.340985e-02,-1.092808e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.672881e-01,-7.151587e-02,7.023573e-01,-2.979056e-01,2.917374e-01,-6.167613e-01,-1.284156e-01,-6.198610e-01
220,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.374030e-01,-3.501411e-01,7.855922e-01,-5.753524e-02,4.632475e-01,1.544706e-01,-8.870586e-02,-8.952368e-02,8.186540e-01,-3.307707e-01,7.262980e-02,-9.417395e-02,9.356241e-02,9.319956e-02,8.835521e-01,-7.796688e-01,8.750474e-01,-5.516786e-01,3.249575e-01,-6.589368e-01,9.452965e-02,9.396217e-02,9.736636e-02,9.549287e-02,-9.084776e-02,-9.108416e-02,8.523700e-01,-6.526313e-01,8.152761e-01,-6.503529e-01,7.275261e-01,-3.091117e-01,7.038111e-01,-7.141703e-01,4.957127e-02,-8.189960e-02,3.646183e-01,-8.257270e-01,8.654305e-02,-6.526107e-01,9.275558e-02,9.204627e-02,-9.001642e-02,-9.032149e-02,-9.441455e-02,-1.083124e-01,-8.554863e-02,-8.738448e-02,6.256956e-01,-9.109276e-01,7.344735e-02,-7.317345e-01,8.816924e-01,-3.919362e-01,1.128040e-01,1.015491e-01,-9.150816e-02,-9.235124e-02,9.063906e-02,8.708463e-02,-9.052474e-02,-9.068339e-02,-1.185533e-01,-6.727212e-01,6.714148e-01,4.366712e-01,6.042653e-01,5.494932e-01,1.007981e-01,7.791099e-02,9.575435e-02,1.058626e-01,4.262823e-02,3.487775e-02,4.205244e-02,4.524919e-02,1.051147e-01,8.096912e-02,9.277605e-02,1.091883e-01,-5.727606e-01,-6.041100e-01,-5.390490e-01,-7.181050e-01,-1.133299e-01,-9.715239e-02,-9.728482e-02,-1.147100e-01,-4.731258e-02,-4.132005e-02,-4.419288e-02,-4.837584e-02,-1.059936e-01,-8.315670e-02,-9.349953e-02,-1.095418e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.851915e-01,-5.711415e-02,7.268249e-01,-3.086879e-01,3.243572e-01,-6.584584e-01,-1.185437e-01,-6.718895e-01
221,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.373990e-01,-3.501367e-01,7.855921e-01,-5.753521e-02,4.632475e-01,1.544706e-01,-8.870586e-02,-8.952368e-02,8.186520e-01,-3.307710e-01,7.263030e-02,-9.417055e-02,9.356242e-02,9.319957e-02,8.835522e-01,-7.796689e-01,8.750474e-01,-5.516786e-01,3.249565e-01,-6.589357e-01,9.452966e-02,9.396218e-02,9.736637e-02,9.549288e-02,-9.084774e-02,-9.108412e-02,8.523699e-01,-6.526313e-01,8.152761e-01,-6.503529e-01,7.275261e-01,-3.091117e-01,7.038106e-01,-7.141702e-01,4.957127e-02,-8.189960e-02,3.646185e-01,-8.257271e-01,8.654053e-02,-6.526082e-01,9.275560e-02,9.204631e-02,-9.001641e-02,-9.032148e-02,-9.441441e-02,-1.083116e-01,-8.554863e-02,-8.738447e-02,6.256955e-01,-9.109276e-01,7.344717e-02,-7.317343e-01,8.816924e-01,-3.919362e-01,1.128040e-01,1.015491e-01,-9.150810e-02,-9.235115e-02,9.063914e-02,8.708480e-02,-9.052473e-02,-9.068337e-02,-1.185539e-01,-6.727196e-01,6.714148e-01,4.366713e-01,6.042653e-01,5.494932e-01,1.007981e-01,7.791099e-02,9.575434e-02,1.058626e-01,4.262822e-02,3.487775e-02,4.205244e-02,4.524919e-02,1.051147e-01,8.096911e-02,9.277604e-02,1.091883e-01,-5.727611e-01,-6.041100e-01,-5.390492e-01,-7.181050e-01,-1.133300e-01,-9.715241e-02,-9.728486e-02,-1.147100e-01,-4.731259e-02,-4.132005e-02,-4.419289e-02,-4.837585e-02,-1.059937e-01,-8.315670e-02,-9.349953e-02,-1.095418e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.851915e-01,-5.711414e-02,7.268249e-01,-3.086879e-01,3.243567e-01,-6.584578e-01,-1.185440e-01,-6.718886e-01
222,1,1,2,2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,-2,-2,2,2,1,1,2,2,2,2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.886648e-01,-3.006623e-01,7.878271e-01,-6.900890e-02,4.632562e-01,1.544815e-01,-8.869484e-02,-8.950928e-02,7.922148e-01,-3.475421e-01,7.965854e-02,-4.933556e-02,9.366336e-02,9.335822e-02,8.104134e-01,-7.760977e-01,8.171837e-01,-5.561411e-01,3.319415e-01,-6.551344e-01,9.457627e-02,9.402948e-02,9.739079e-02,9.552618e-02,-9.078620e-02,-9.101459e-02,8.129976e-01,-6.749597e-01,7.912645e-01,-6.220474e-01,7.239029e-01,-3.166708e-01,7.286808e-01,-6.815570e-01,4.957561e-02,-8.189423e-02,3.420429e-01,-7.473550e-01,6.969961e-02,-6.162604e-01,9.302025e-02,9.252372e-02,-8.999733e-02,-9.029585e-02,-9.635198e-02,-1.195377e-01,-8.554190e-02,-8.737592e-02,5.896011e-01,-8.011967e-01,1.056224e-01,-7.025657e-01,8.705683e-01,-4.152866e-01,1.128181e-01,1.015675e-01,-9.148195e-02,-9.263504e-02,9.159772e-02,8.933947e-02,-9.048998e-02,-9.063634e-02,-1.007685e-01,-6.750407e-01,6.668013e-01,4.307692e-01,6.007151e-01,5.443207e-01,9.932583e-02,7.664006e-02,9.431070e-02,1.043050e-01,4.202716e-02,3.434320e-02,4.142234e-02,4.461648e-02,1.048142e-01,8.069596e-02,9.245344e-02,1.088712e-01,-5.674908e-01,-6.007453e-01,-5.300232e-01,-7.122717e-01,-1.117464e-01,-9.592894e-02,-9.522247e-02,-1.127861e-01,-4.662738e-02,-4.073399e-02,-4.343009e-02,-4.762498e-02,-1.056515e-01,-8.284785e-02,-9.313429e-02,-1.091796e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.873902e-01,-6.861783e-02,7.231843e-01,-3.162520e-01,3.313437e-01,-6.546388e-01,-1.007413e-01,-6.741887e-01
