#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,driver_0019a,driver_0019b,driver_0020a,driver_0020b,Out_0006a,Out_0006b,Out_0010a,Out_0010b
179,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.843600e-01,-7.012536e-01,8.045944e-01,-3.413256e-01,6.576713e-01,-3.816640e-01,3.574391e-01,-7.662834e-01,1.811556e-01,-1.384729e-01,2.909899e-01,-4.592645e-01,3.359392e-01,-7.165227e-01,-7.059931e-02,-2.505824e-01,-1.250667e-01,-1.067478e-01,6.765713e-01,-7.152315e-02,8.396908e-01,-3.413276e-01,1.343988e-01,1.103393e-01,4.255875e-02,-8.413092e-02,4.563864e-01,1.526829e-01,1.122532e-01,8.370591e-02,-8.508272e-02,-6.073330e-02,6.682162e-02,-7.292665e-02,1.584742e-01,1.078756e-01,-8.415365e-02,-8.683737e-02,9.875198e-02,9.529736e-02,-8.724626e-02,-8.549118e-02,9.297849e-02,8.977039e-02,-7.877353e-02,-5.887125e-02,8.208880e-02,6.070126e-02,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,2.909882e-01,-4.592782e-01,6.764227e-01,-7.165630e-02
180,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.507078e-02,-6.504769e-01,8.320917e-01,-3.555038e-01,5.386346e-01,-3.460753e-01,3.551256e-01,-7.636144e-01,7.486899e-02,-9.283493e-02,3.634714e-01,-5.275496e-01,3.539669e-01,-7.664076e-01,-9.484974e-02,-1.085931e-01,-9.048205e-02,-9.217039e-02,7.288466e-01,-9.128410e-02,8.259139e-01,-3.468452e-01,9.470522e-02,8.979404e-02,4.216907e-02,-8.482863e-02,4.556506e-01,1.514966e-01,1.108991e-01,9.972849e-02,-8.736184e-02,-8.891468e-02,1.068807e-01,-6.758324e-02,1.621678e-01,1.088901e-01,-8.246220e-02,-8.610658e-02,9.941875e-02,9.570662e-02,-8.687968e-02,-8.528985e-02,9.322593e-02,8.992254e-02,-7.865508e-02,-5.879813e-02,8.218494e-02,6.076370e-02,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.634024e-01,-5.276086e-01,7.287806e-01,-9.133427e-02
181,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.533661e-02,-6.505564e-01,8.320931e-01,-3.554693e-01,5.389178e-01,-3.462108e-01,3.551831e-01,-7.636027e-01,7.506199e-02,-9.287541e-02,3.634879e-01,-5.275242e-01,3.540143e-01,-7.663992e-01,-9.463633e-02,-1.085248e-01,-8.998124e-02,-9.184382e-02,7.288454e-01,-9.125147e-02,8.260002e-01,-3.467817e-01,9.519543e-02,9.011119e-02,4.939712e-02,-8.216700e-02,4.630585e-01,1.541610e-01,1.122609e-01,1.005173e-01,-8.597923e-02,-8.811051e-02,1.068869e-01,-6.756814e-02,1.621728e-01,1.089046e-01,-8.244894e-02,-8.609370e-02,9.943262e-02,9.571954e-02,-8.686842e-02,-8.527961e-02,9.323750e-02,8.993297e-02,-7.864613e-02,-5.878988e-02,8.219428e-02,6.077225e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.633862e-01,-5.276105e-01,7.287475e-01,-9.132838e-02
182,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.798498e-02,-6.112215e-01,8.405530e-01,-3.540992e-01,4.906197e-01,-2.972017e-01,3.254310e-01,-7.261694e-01,8.182581e-02,-4.728764e-02,3.741505e-01,-6.009510e-01,3.275645e-01,-7.604593e-01,-9.637684e-02,-1.197171e-01,-6.244793e-02,-9.058786e-02,7.491807e-01,-1.364234e-01,7.948778e-01,-3.534962e-01,7.643704e-02,9.122638e-02,8.100403e-02,-1.671800e-01,5.483669e-01,9.711936e-02,1.250248e-01,1.309299e-01,-7.897550e-02,-1.315921e-01,1.384567e-01,-1.691986e-01,2.709232e-01,1.065425e-01,-8.242730e-02,-1.094799e-01,1.240065e-01,1.200406e-01,-1.042301e-01,-1.055917e-01,1.190841e-01,1.175961e-01,-9.979032e-02,-1.005882e-01,1.123346e-01,1.022568e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.740847e-01,-6.010050e-01,7.491366e-01,-1.364563e-01
183,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.641182e-02,-5.945480e-01,8.521506e-01,-3.446175e-01,4.805560e-01,-3.024117e-01,3.018648e-01,-6.937863e-01,8.577736e-02,-4.070414e-02,3.590260e-01,-7.657912e-01,3.066664e-01,-7.442463e-01,-9.376897e-02,-1.366626e-01,8.637761e-02,-7.290528e-02,8.300503e-01,-3.425572e-01,7.863464e-01,-3.622563e-01,1.010209e-01,9.742577e-02,2.476121e-01,-6.441735e-01,8.805443e-01,-2.059857e-01,5.416000e-01,-1.198091e-03,2.844659e-01,-4.123969e-01,3.181595e-01,-6.882597e-01,7.926146e-01,-3.471914e-01,2.682286e-01,-6.776554e-01,8.060460e-01,-3.579508e-01,2.888356e-01,-6.607426e-01,7.841145e-01,-2.864469e-01,3.015546e-01,-4.112160e-01,6.063002e-01,-6.281438e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.588342e-01,-7.659387e-01,8.298922e-01,-3.426755e-01
184,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.254505e-01,-1.068958e-01,6.576356e-01,-3.815674e-01,1.323975e-01,1.098074e-01,-7.066248e-02,-2.506069e-01,9.992517e-02,7.950262e-02,3.577806e-01,-7.652974e-01,1.844214e-01,-7.013108e-01,-8.314815e-02,-6.054608e-02,6.709956e-02,-7.315565e-02,8.395933e-01,-3.404766e-01,1.808691e-01,-1.386066e-01,1.553800e-01,1.084760e-01,2.591285e-01,-6.707572e-01,9.117932e-01,-2.893346e-01,6.512261e-01,-6.302785e-02,3.002664e-01,-4.619875e-01,3.342692e-01,-7.265823e-01,8.055930e-01,-3.419243e-01,3.099274e-01,-7.155149e-01,8.094810e-01,-3.422707e-01,3.138843e-01,-7.080908e-01,8.117940e-01,-3.471277e-01,2.984292e-01,-4.412690e-01,6.933347e-01,-1.055759e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.576101e-01,-7.654272e-01,8.394458e-01,-3.405844e-01
185,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.014272e-02,-9.201675e-02,5.384390e-01,-3.459444e-01,9.298074e-02,8.899700e-02,-9.476133e-02,-1.085359e-01,9.940299e-02,9.561982e-02,3.550201e-01,-7.639237e-01,8.500273e-02,-6.503940e-01,-8.356293e-02,-8.790348e-02,1.083380e-01,-6.817567e-02,8.258777e-01,-3.468401e-01,7.448973e-02,-9.289500e-02,1.622474e-01,1.089174e-01,2.714157e-01,-7.351134e-01,9.528351e-01,-3.266016e-01,7.207218e-01,-9.211808e-02,3.708261e-01,-5.319068e-01,3.545906e-01,-7.639550e-01,8.290627e-01,-3.451962e-01,3.551187e-01,-7.638552e-01,8.287490e-01,-3.449831e-01,3.559836e-01,-7.600313e-01,8.329054e-01,-3.586192e-01,3.490766e-01,-4.920397e-01,7.310762e-01,-1.115931e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.548073e-01,-7.640853e-01,8.256880e-01,-3.469788e-01
186,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.014271e-02,-9.201675e-02,5.384388e-01,-3.459441e-01,9.298075e-02,8.899701e-02,-9.476132e-02,-1.085359e-01,9.940299e-02,9.561983e-02,3.550201e-01,-7.639237e-01,8.500257e-02,-6.503938e-01,-8.356292e-02,-8.790347e-02,1.083381e-01,-6.817567e-02,8.258776e-01,-3.468402e-01,7.448976e-02,-9.289478e-02,1.622475e-01,1.089174e-01,2.714157e-01,-7.351134e-01,9.528351e-01,-3.266016e-01,7.207219e-01,-9.211810e-02,3.708262e-01,-5.319068e-01,3.545906e-01,-7.639550e-01,8.290627e-01,-3.451962e-01,3.551187e-01,-7.638552e-01,8.287490e-01,-3.449831e-01,3.559836e-01,-7.600314e-01,8.329054e-01,-3.586191e-01,3.490767e-01,-4.920399e-01,7.310763e-01,-1.115932e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.548073e-01,-7.640853e-01,8.256879e-01,-3.469788e-01
187,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.212202e-02,-9.033959e-02,4.906416e-01,-2.971638e-01,7.595777e-02,9.093551e-02,-9.619151e-02,-1.196338e-01,1.200034e-01,1.301406e-01,3.255396e-01,-7.265954e-01,6.813101e-02,-6.112295e-01,-7.592782e-02,-1.318382e-01,1.389407e-01,-1.713150e-01,7.948568e-01,-3.532760e-01,8.168958e-02,-4.733279e-02,2.705677e-01,1.059408e-01,2.707071e-01,-7.386451e-01,9.522239e-01,-3.250553e-01,7.396803e-01,-1.365249e-01,3.777140e-01,-6.032374e-01,3.292018e-01,-7.539342e-01,8.383951e-01,-3.460706e-01,3.566551e-01,-7.641900e-01,8.295242e-01,-3.445419e-01,3.560945e-01,-7.600298e-01,8.328237e-01,-3.585530e-01,3.491188e-01,-4.920260e-01,7.310811e-01,-1.115590e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.253886e-01,-7.265981e-01,7.946682e-01,-3.534345e-01
188,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.699084e-02,-7.265352e-02,4.804935e-01,-3.025536e-01,1.046742e-01,9.773354e-02,-9.359466e-02,-1.365943e-01,5.494796e-01,-6.093079e-03,3.017825e-01,-6.938980e-01,8.654168e-02,-5.944998e-01,2.750470e-01,-4.092389e-01,3.261576e-01,-6.776949e-01,7.864248e-01,-3.626637e-01,8.577366e-02,-4.079141e-02,7.696073e-01,-2.676843e-01,2.724385e-01,-7.313956e-01,9.509108e-01,-3.173275e-01,8.226588e-01,-3.510913e-01,3.579980e-01,-7.740301e-01,3.063362e-01,-7.443598e-01,8.523444e-01,-3.458074e-01,3.583161e-01,-7.645093e-01,8.300148e-01,-3.440175e-01,3.562750e-01,-7.600133e-01,8.327542e-01,-3.584374e-01,3.491724e-01,-4.919735e-01,7.310782e-01,-1.114805e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.019039e-01,-6.938426e-01,7.862486e-01,-3.628053e-01
189,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.680758e-02,-7.284515e-02,1.324819e-01,1.098189e-01,1.589004e-01,1.090180e-01,-8.284013e-02,-6.035055e-02,6.763055e-01,-7.095412e-02,-7.055808e-02,-2.505776e-01,-1.252605e-01,-1.068109e-01,2.909234e-01,-4.591694e-01,3.352350e-01,-7.162248e-01,1.808537e-01,-1.387317e-01,1.001264e-01,7.960090e-02,8.047122e-01,-3.409220e-01,2.723684e-01,-7.320561e-01,9.509324e-01,-3.177184e-01,8.196212e-01,-3.417890e-01,3.597203e-01,-7.675509e-01,1.845284e-01,-7.013082e-01,6.576254e-01,-3.819903e-01,3.576873e-01,-7.643793e-01,8.407964e-01,-3.443013e-01,3.560787e-01,-7.601124e-01,8.325182e-01,-3.588445e-01,3.490477e-01,-4.920767e-01,7.311006e-01,-1.116834e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-7.042798e-02,-2.505504e-01,1.806715e-01,-1.389137e-01
190,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.066883e-01,-6.811259e-02,9.301214e-02,8.900747e-02,1.622129e-01,1.089446e-01,-8.336415e-02,-8.770867e-02,7.288503e-01,-9.126055e-02,-9.461284e-02,-1.084706e-01,-8.996714e-02,-9.185611e-02,3.634529e-01,-5.278251e-01,3.535321e-01,-7.663526e-01,7.447236e-02,-9.294719e-02,9.944076e-02,9.566169e-02,8.316907e-01,-3.551522e-01,2.723608e-01,-7.320782e-01,9.508879e-01,-3.179316e-01,8.207235e-01,-3.446394e-01,3.595626e-01,-7.654110e-01,8.523032e-02,-6.504735e-01,5.384838e-01,-3.461129e-01,3.554920e-01,-7.639104e-01,8.258764e-01,-3.470531e-01,3.556741e-01,-7.601114e-01,8.331863e-01,-3.590665e-01,3.489568e-01,-4.921838e-01,7.310981e-01,-1.118405e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.446465e-02,-1.084242e-01,7.428064e-02,-9.317190e-02
191,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.066876e-01,-6.811268e-02,9.301215e-02,8.900749e-02,1.622127e-01,1.089446e-01,-8.336418e-02,-8.770868e-02,7.288498e-01,-9.126010e-02,-9.461282e-02,-1.084705e-01,-8.996714e-02,-9.185610e-02,3.634520e-01,-5.278241e-01,3.535322e-01,-7.663521e-01,7.447243e-02,-9.294674e-02,9.944075e-02,9.566169e-02,8.316908e-01,-3.551523e-01,2.723608e-01,-7.320782e-01,9.508879e-01,-3.179316e-01,8.207235e-01,-3.446394e-01,3.595626e-01,-7.654110e-01,8.522999e-02,-6.504732e-01,5.384833e-01,-3.461123e-01,3.554920e-01,-7.639104e-01,8.258762e-01,-3.470532e-01,3.556741e-01,-7.601114e-01,8.331863e-01,-3.590665e-01,3.489567e-01,-4.921837e-01,7.310980e-01,-1.118405e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.446464e-02,-1.084241e-01,7.428069e-02,-9.317152e-02
192,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.390570e-01,-1.708961e-01,7.602586e-02,9.099445e-02,2.706636e-01,1.061334e-01,-7.587625e-02,-1.316029e-01,7.490958e-01,-1.363999e-01,-9.603502e-02,-1.195500e-01,-6.198745e-02,-9.017231e-02,3.739901e-01,-6.011032e-01,3.283263e-01,-7.607354e-01,8.173187e-02,-4.730129e-02,1.201255e-01,1.302657e-01,8.397617e-01,-3.537303e-01,2.574074e-01,-6.815792e-01,9.144256e-01,-3.013794e-01,7.976054e-01,-3.506881e-01,3.183594e-01,-7.224624e-01,6.830346e-02,-6.118916e-01,4.907759e-01,-2.976057e-01,3.273259e-01,-7.251380e-01,7.930460e-01,-3.490567e-01,3.107043e-01,-7.068820e-01,8.136594e-01,-3.472591e-01,2.983760e-01,-4.414424e-01,6.931990e-01,-1.057848e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.587833e-02,-1.195143e-01,8.152280e-02,-4.753686e-02
193,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.270568e-01,-6.780586e-01,1.046874e-01,9.790498e-02,7.697859e-01,-2.673769e-01,2.754776e-01,-4.091308e-01,8.317926e-01,-3.500627e-01,-9.335957e-02,-1.365071e-01,8.727482e-02,-7.240418e-02,3.563535e-01,-7.729350e-01,3.089010e-01,-7.444651e-01,8.604443e-02,-4.007430e-02,5.497445e-01,-5.924613e-03,8.517113e-01,-3.443787e-01,2.468792e-01,-6.428119e-01,8.870380e-01,-2.920471e-01,7.886052e-01,-3.599712e-01,2.888546e-01,-6.868061e-01,8.684251e-02,-5.938351e-01,4.811309e-01,-3.002074e-01,3.005241e-01,-6.968979e-01,7.901008e-01,-3.687504e-01,2.805223e-01,-6.572065e-01,7.879000e-01,-2.870403e-01,3.021344e-01,-4.116789e-01,6.060774e-01,-6.286386e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.321396e-02,-1.364881e-01,8.580222e-02,-4.033533e-02
194,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.359960e-01,-7.164813e-01,1.589147e-01,1.090185e-01,8.045457e-01,-3.410902e-01,2.910798e-01,-4.591172e-01,8.396444e-01,-3.411540e-01,-8.271170e-02,-6.002038e-02,6.691301e-02,-7.273372e-02,3.574577e-01,-7.662720e-01,1.837642e-01,-7.008530e-01,1.001352e-01,7.966434e-02,6.764488e-01,-7.099689e-02,6.578460e-01,-3.811359e-01,8.678818e-02,-1.797535e-01,5.499304e-01,8.846529e-02,1.938999e-01,-1.359975e-01,-4.364626e-02,-2.569055e-01,-1.264707e-01,-9.971353e-02,1.317839e-01,1.164340e-01,-1.073330e-01,-1.057857e-01,1.195340e-01,1.189972e-01,-1.057542e-01,-1.056555e-01,1.184602e-01,1.172555e-01,-1.000128e-01,-1.007209e-01,1.121318e-01,1.021065e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.235582e-02,-5.996426e-02,1.000284e-01,7.949630e-02
195,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.542847e-01,-7.663977e-01,1.622954e-01,1.092022e-01,8.319993e-01,-3.552303e-01,3.635573e-01,-5.275251e-01,8.286644e-01,-3.459761e-01,-8.284237e-02,-8.687779e-02,1.068093e-01,-6.776908e-02,3.554178e-01,-7.634221e-01,9.177007e-02,-6.535221e-01,9.992388e-02,9.660599e-02,7.288350e-01,-9.105675e-02,5.479746e-01,-3.520539e-01,4.816747e-02,-8.443333e-02,4.608524e-01,1.486447e-01,9.215398e-02,-9.210454e-02,-9.055682e-02,-1.075692e-01,-8.854931e-02,-8.931164e-02,9.504482e-02,9.415460e-02,-8.958647e-02,-8.945069e-02,9.350048e-02,9.279554e-02,-8.867337e-02,-8.633182e-02,9.163396e-02,8.898541e-02,-7.930098e-02,-5.921907e-02,8.160006e-02,6.038000e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.244387e-02,-8.683730e-02,9.984375e-02,9.640861e-02
196,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.542846e-01,-7.663976e-01,1.622953e-01,1.092022e-01,8.319994e-01,-3.552303e-01,3.635571e-01,-5.275249e-01,8.286618e-01,-3.459764e-01,-8.284238e-02,-8.687779e-02,1.068092e-01,-6.776909e-02,3.554179e-01,-7.634221e-01,9.176667e-02,-6.535186e-01,9.992388e-02,9.660599e-02,7.288349e-01,-9.105665e-02,5.479694e-01,-3.520481e-01,4.816754e-02,-8.443321e-02,4.608525e-01,1.486449e-01,9.215464e-02,-9.210013e-02,-9.055662e-02,-1.075681e-01,-8.854932e-02,-8.931164e-02,9.504483e-02,9.415460e-02,-8.958647e-02,-8.945069e-02,9.350049e-02,9.279555e-02,-8.867337e-02,-8.633183e-02,9.163396e-02,8.898542e-02,-7.930098e-02,-5.921907e-02,8.160006e-02,6.038000e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.244388e-02,-8.683730e-02,9.984374e-02,9.640860e-02
197,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.279434e-01,-7.604904e-01,2.707003e-01,1.062692e-01,8.403725e-01,-3.538811e-01,3.742524e-01,-6.010195e-01,7.951446e-01,-3.526718e-01,-7.576367e-02,-1.308122e-01,1.391306e-01,-1.706318e-01,3.261724e-01,-7.260325e-01,7.021289e-02,-6.114997e-01,1.202865e-01,1.308341e-01,7.491711e-01,-1.363595e-01,4.945011e-01,-2.954297e-01,4.829847e-02,-8.456720e-02,4.619821e-01,1.512718e-01,1.003187e-01,-4.000004e-02,-9.232585e-02,-1.179703e-01,-6.085013e-02,-8.741658e-02,7.699120e-02,9.381043e-02,-8.910053e-02,-8.922710e-02,9.356822e-02,9.281628e-02,-8.855516e-02,-8.626594e-02,9.163284e-02,8.897794e-02,-7.926051e-02,-5.919393e-02,8.159202e-02,6.037250e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-7.546660e-02,-1.308105e-01,1.202138e-01,1.305926e-01
198,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.066730e-01,-7.437434e-01,7.698349e-01,-2.672354e-01,8.519493e-01,-3.449685e-01,3.564805e-01,-7.729451e-01,7.868908e-01,-3.617818e-01,2.761755e-01,-4.084780e-01,3.271605e-01,-6.783025e-01,3.020387e-01,-6.935763e-01,8.585371e-02,-5.946264e-01,5.496290e-01,-5.383997e-03,8.319226e-01,-3.500977e-01,4.830291e-01,-2.996321e-01,4.788176e-02,-8.556800e-02,4.621180e-01,1.516280e-01,1.014274e-01,-3.335188e-02,-9.536859e-02,-1.364441e-01,8.922278e-02,-6.853747e-02,1.050735e-01,1.003499e-01,-8.319749e-02,-8.656748e-02,9.695041e-02,9.472841e-02,-8.714144e-02,-8.543521e-02,9.276926e-02,8.968875e-02,-7.873585e-02,-5.884208e-02,8.205850e-02,6.069329e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.764555e-01,-4.084744e-01,5.495927e-01,-5.589176e-03
199,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.844828e-01,-7.012422e-01,8.045930e-01,-3.412855e-01,6.577254e-01,-3.815685e-01,3.575071e-01,-7.662841e-01,1.813144e-01,-1.383415e-01,2.910232e-01,-4.592535e-01,3.359872e-01,-7.165203e-01,-7.041532e-02,-2.505249e-01,-1.245267e-01,-1.065606e-01,6.765663e-01,-7.149611e-02,8.396934e-01,-3.412739e-01,1.349454e-01,1.105883e-01,4.978073e-02,-8.148134e-02,4.637881e-01,1.553371e-01,1.135948e-01,8.440168e-02,-8.372905e-02,-6.007829e-02,6.683968e-02,-7.291020e-02,1.584787e-01,1.078899e-01,-8.413902e-02,-8.682437e-02,9.876586e-02,9.530994e-02,-8.723472e-02,-8.548093e-02,9.298973e-02,8.978040e-02,-7.876440e-02,-5.886305e-02,8.209772e-02,6.070928e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.909889e-01,-4.592941e-01,6.763860e-01,-7.165560e-02
200,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.534935e-02,-6.505699e-01,8.320930e-01,-3.554695e-01,5.389371e-01,-3.462320e-01,3.551830e-01,-7.636032e-01,7.505953e-02,-9.289152e-02,3.634875e-01,-5.275239e-01,3.540144e-01,-7.663993e-01,-9.463698e-02,-1.085292e-01,-8.998120e-02,-9.184437e-02,7.288454e-01,-9.125137e-02,8.260102e-01,-3.467806e-01,9.519448e-02,9.010906e-02,4.939738e-02,-8.216699e-02,4.630577e-01,1.541602e-01,1.122601e-01,1.005164e-01,-8.597905e-02,-8.811058e-02,1.068867e-01,-6.756830e-02,1.621728e-01,1.089046e-01,-8.244787e-02,-8.609361e-02,9.943273e-02,9.571929e-02,-8.686810e-02,-8.527954e-02,9.323725e-02,8.993262e-02,-7.864588e-02,-5.878987e-02,8.219393e-02,6.077178e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.633859e-01,-5.276103e-01,7.287474e-01,-9.132830e-02
