#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,driver_0019a,driver_0019b,driver_0020a,driver_0020b,Out_0006a,Out_0006b,Out_0010a,Out_0010b
85,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.767395e-02,-8.300143e-02,-9.434676e-02,7.291869e-01,9.561848e-02,9.915022e-02,-6.679832e-02,1.082066e-01,8.901562e-02,9.300413e-02,-7.655221e-01,3.544220e-01,-5.225418e-01,3.615163e-01,-9.242802e-02,-9.013866e-02,-1.123768e-01,-9.630186e-02,-3.553545e-01,8.319496e-01,1.076903e-01,1.598417e-01,-1.009681e-01,7.438775e-02,-6.427906e-01,3.824277e-01,-1.828392e-02,7.111766e-01,-3.695551e-01,5.556838e-01,-6.684146e-01,8.855108e-02,-7.636036e-01,3.549620e-01,-3.448343e-01,8.287761e-01,-7.638760e-01,3.545754e-01,-3.453760e-01,8.296007e-01,-7.655461e-01,3.601409e-01,-3.493282e-01,8.106788e-01,-6.417046e-01,8.663739e-02,-3.072411e-01,4.861702e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.655137e-01,3.544164e-01,-3.553112e-01,8.319738e-01
86,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.767396e-02,-8.300143e-02,-9.434690e-02,7.291871e-01,9.561847e-02,9.915022e-02,-6.679829e-02,1.082068e-01,8.901558e-02,9.300412e-02,-7.655222e-01,3.544220e-01,-5.225421e-01,3.615166e-01,-9.242804e-02,-9.013867e-02,-1.123769e-01,-9.630190e-02,-3.553545e-01,8.319496e-01,1.076903e-01,1.598418e-01,-1.009689e-01,7.438763e-02,-6.427906e-01,3.824277e-01,-1.828389e-02,7.111771e-01,-3.695562e-01,5.556848e-01,-6.684152e-01,8.855170e-02,-7.636036e-01,3.549620e-01,-3.448343e-01,8.287761e-01,-7.638760e-01,3.545754e-01,-3.453760e-01,8.296007e-01,-7.655460e-01,3.601408e-01,-3.493282e-01,8.106793e-01,-6.417052e-01,8.663801e-02,-3.072422e-01,4.861712e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.655138e-01,3.544164e-01,-3.553112e-01,8.319737e-01
87,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.003561e-02,-8.215695e-02,-7.365117e-02,6.774490e-01,7.944141e-02,9.974464e-02,-7.165714e-02,6.950664e-02,1.099854e-01,1.324377e-01,-7.166245e-01,3.372968e-01,-4.566993e-01,2.929748e-01,-1.064841e-01,-1.251014e-01,-2.514051e-01,-7.167303e-02,-3.411779e-01,8.052645e-01,1.083123e-01,1.576839e-01,-1.342468e-01,1.814500e-01,-6.431948e-01,3.844387e-01,-1.644268e-02,7.216120e-01,-3.902781e-01,6.624415e-01,-7.124530e-01,1.783531e-01,-7.667736e-01,3.546440e-01,-3.438918e-01,8.277238e-01,-7.638172e-01,3.545729e-01,-3.455884e-01,8.296763e-01,-7.655353e-01,3.601569e-01,-3.493053e-01,8.106855e-01,-6.417107e-01,8.665931e-02,-3.072463e-01,4.861903e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.165877e-01,3.372595e-01,-3.411990e-01,8.051111e-01
88,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.367502e-01,-9.388285e-02,-7.399262e-03,5.509708e-01,-3.776177e-02,8.633732e-02,-7.303158e-02,8.686069e-02,-3.004378e-01,4.830062e-01,-6.774311e-01,3.315685e-01,-4.099304e-01,2.778544e-01,-5.959945e-01,8.310402e-02,-6.903035e-01,3.005777e-01,-2.674970e-01,7.713374e-01,9.781590e-02,1.046764e-01,-3.591541e-01,7.846957e-01,-6.425134e-01,3.834469e-01,-1.579592e-02,7.093043e-01,-3.536131e-01,8.532722e-01,-7.549629e-01,3.035884e-01,-7.754211e-01,3.523925e-01,-3.546340e-01,8.306526e-01,-7.630970e-01,3.546378e-01,-3.456062e-01,8.296858e-01,-7.655608e-01,3.601483e-01,-3.493099e-01,8.106774e-01,-6.417077e-01,8.664827e-02,-3.072466e-01,4.861782e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.775595e-01,3.315928e-01,-2.677420e-01,7.710363e-01
89,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.209370e-01,-9.697545e-02,1.304877e-01,1.200607e-01,-4.463641e-02,8.289320e-02,-9.069502e-02,-6.219889e-02,-2.966645e-01,4.937519e-01,-1.697949e-01,1.420304e-01,-1.315733e-01,-7.633166e-02,-6.114548e-01,6.484551e-02,-7.246157e-01,3.249105e-01,1.056158e-01,2.683711e-01,9.165652e-02,7.636970e-02,-3.515689e-01,7.942456e-01,-6.422149e-01,3.818057e-01,-1.628213e-02,7.087774e-01,-3.539742e-01,8.401927e-01,-7.641150e-01,3.261402e-01,-5.983129e-01,3.736699e-01,-1.409539e-01,7.490638e-01,-7.705707e-01,3.532214e-01,-3.538868e-01,8.318138e-01,-7.651398e-01,3.601702e-01,-3.496682e-01,8.106703e-01,-6.416998e-01,8.656836e-02,-3.072590e-01,4.860722e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-1.698703e-01,1.420614e-01,1.053428e-01,2.680808e-01
90,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.112024e-01,-9.604255e-02,9.556486e-02,9.904193e-02,-9.439789e-02,7.533982e-02,-9.227046e-02,-9.005310e-02,-3.515518e-01,5.463603e-01,-6.679190e-02,1.082402e-01,-8.763244e-02,-8.298433e-02,-6.513553e-01,8.374691e-02,-7.629991e-01,3.544783e-01,1.075443e-01,1.597842e-01,8.925099e-02,9.303821e-02,-3.466162e-01,8.280862e-01,-6.418727e-01,3.803116e-01,-1.670325e-02,7.079677e-01,-3.533296e-01,8.311524e-01,-7.741488e-01,3.522215e-01,-5.226714e-01,3.615197e-01,-9.472518e-02,7.292420e-01,-7.655487e-01,3.541331e-01,-3.561114e-01,8.327768e-01,-7.652722e-01,3.603043e-01,-3.493547e-01,8.106532e-01,-6.417295e-01,8.665478e-02,-3.072539e-01,4.861493e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.682371e-02,1.082821e-01,1.072362e-01,1.594954e-01
91,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.112026e-01,-9.604258e-02,9.556485e-02,9.904193e-02,-9.439869e-02,7.533970e-02,-9.227048e-02,-9.005311e-02,-3.515528e-01,5.463612e-01,-6.679185e-02,1.082405e-01,-8.763244e-02,-8.298432e-02,-6.513559e-01,8.374749e-02,-7.629990e-01,3.544782e-01,1.075443e-01,1.597843e-01,8.925095e-02,9.303820e-02,-3.466162e-01,8.280867e-01,-6.418727e-01,3.803116e-01,-1.670325e-02,7.079677e-01,-3.533296e-01,8.311524e-01,-7.741488e-01,3.522215e-01,-5.226719e-01,3.615201e-01,-9.472539e-02,7.292422e-01,-7.655489e-01,3.541330e-01,-3.561113e-01,8.327767e-01,-7.652722e-01,3.603043e-01,-3.493547e-01,8.106532e-01,-6.417295e-01,8.665477e-02,-3.072538e-01,4.861493e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.682368e-02,1.082824e-01,1.072362e-01,1.594954e-01
92,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.515997e-01,-7.171759e-02,7.933614e-02,9.961988e-02,-1.343380e-01,1.813552e-01,-1.065235e-01,-1.251561e-01,-3.806589e-01,6.589811e-01,-7.167642e-02,6.953256e-02,-6.006453e-02,-8.218757e-02,-6.994558e-01,1.790637e-01,-7.674547e-01,3.555073e-01,1.081959e-01,1.576906e-01,1.098796e-01,1.323141e-01,-3.473601e-01,8.407132e-01,-5.973066e-01,3.506169e-01,1.736052e-02,6.319616e-01,-3.228738e-01,7.960171e-01,-7.384138e-01,3.348453e-01,-4.577142e-01,2.951297e-01,-7.399809e-02,6.785180e-01,-7.043388e-01,3.107644e-01,-3.416996e-01,8.121049e-01,-7.259208e-01,3.264402e-01,-3.515617e-01,7.923906e-01,-6.193185e-01,9.384163e-02,-3.035321e-01,4.687594e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.168452e-02,6.959421e-02,1.079143e-01,1.574246e-01
93,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.909085e-01,3.004637e-01,-3.790421e-02,8.625184e-02,-3.591104e-01,7.845520e-01,-5.959361e-01,8.313850e-02,-3.454103e-01,8.511366e-01,-7.316714e-02,8.592203e-02,-1.367766e-01,-9.392311e-02,-7.438123e-01,3.057776e-01,-7.748681e-01,3.549767e-01,9.775460e-02,1.045113e-01,-3.006208e-01,4.829140e-01,-3.538149e-01,8.319157e-01,-5.042239e-01,2.804775e-01,9.254419e-02,5.046918e-01,-2.638593e-01,7.708365e-01,-6.815577e-01,3.289254e-01,-4.132313e-01,2.854937e-01,-7.066764e-03,5.537291e-01,-6.539697e-01,2.841190e-01,-2.684047e-01,7.896044e-01,-6.937232e-01,2.934955e-01,-3.666731e-01,7.931886e-01,-6.060219e-01,1.133329e-01,-3.182595e-01,4.683903e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.317623e-02,8.598314e-02,9.747921e-02,1.042435e-01
94,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.249315e-01,3.248425e-01,-4.495524e-02,8.245481e-02,-3.518096e-01,7.941949e-01,-6.114289e-01,6.464762e-02,-3.538334e-01,8.402653e-01,-9.130858e-02,-6.354330e-02,-1.210877e-01,-9.734270e-02,-7.605815e-01,3.271659e-01,-5.989879e-01,3.752632e-01,9.107568e-02,7.576883e-02,-2.969233e-01,4.934725e-01,-1.395475e-01,7.498203e-01,-2.693701e-01,-3.985013e-02,2.005043e-01,1.288649e-01,1.072565e-01,2.691122e-01,-1.832571e-01,1.486125e-01,-1.290225e-01,-1.004088e-01,1.291504e-01,1.154536e-01,-1.079316e-01,-1.061207e-01,1.188846e-01,1.185891e-01,-1.059903e-01,-1.058242e-01,1.181846e-01,1.170608e-01,-1.001290e-01,-1.008361e-01,1.119936e-01,1.019831e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-9.138439e-02,-6.350183e-02,9.058440e-02,7.551701e-02
95,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.634297e-01,3.544814e-01,-9.426354e-02,7.455829e-02,-3.466580e-01,8.276978e-01,-6.510602e-01,8.284994e-02,-3.555429e-01,8.321397e-01,-9.351655e-02,-9.216141e-02,-1.114226e-01,-9.679382e-02,-7.656750e-01,3.540202e-01,-5.231670e-01,3.615464e-01,8.793807e-02,9.091811e-02,-3.510516e-01,5.452924e-01,-9.350938e-02,7.290747e-01,-2.219257e-01,-1.100946e-01,1.925085e-01,1.255640e-01,1.152028e-01,1.619609e-01,-7.351806e-02,1.065664e-01,-9.148466e-02,-9.106811e-02,9.195797e-02,9.233169e-02,-9.070140e-02,-9.019182e-02,9.235341e-02,9.203677e-02,-8.918658e-02,-8.669944e-02,9.111098e-02,8.861139e-02,-7.956947e-02,-5.942237e-02,8.132759e-02,6.017396e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-9.363097e-02,-9.211502e-02,8.740168e-02,9.065376e-02
96,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.634294e-01,3.544809e-01,-9.427178e-02,7.455706e-02,-3.466575e-01,8.277026e-01,-6.510662e-01,8.285602e-02,-3.555429e-01,8.321395e-01,-9.351675e-02,-9.216153e-02,-1.114245e-01,-9.679416e-02,-7.656750e-01,3.540203e-01,-5.231669e-01,3.615463e-01,8.793767e-02,9.091793e-02,-3.510623e-01,5.453021e-01,-9.350931e-02,7.290746e-01,-2.219257e-01,-1.100947e-01,1.925085e-01,1.255640e-01,1.152027e-01,1.619608e-01,-7.351808e-02,1.065663e-01,-9.148474e-02,-9.106816e-02,9.195787e-02,9.233164e-02,-9.070143e-02,-9.019184e-02,9.235338e-02,9.203675e-02,-8.918660e-02,-8.669945e-02,9.111097e-02,8.861138e-02,-7.956948e-02,-5.942237e-02,8.132758e-02,6.017396e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-9.363114e-02,-9.211513e-02,8.740135e-02,9.065361e-02
97,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.671525e-01,3.563346e-01,-1.347264e-01,1.808282e-01,-3.431443e-01,8.394457e-01,-6.997415e-01,1.789014e-01,-3.412731e-01,8.049129e-01,-1.070644e-01,-1.269786e-01,-2.517658e-01,-7.220204e-02,-7.166160e-01,3.370784e-01,-4.573239e-01,2.924788e-01,1.090080e-01,1.301922e-01,-3.809002e-01,6.588717e-01,-7.280004e-02,6.771391e-01,-2.228196e-01,-1.121230e-01,1.923285e-01,1.253511e-01,1.151182e-01,1.594673e-01,-7.951948e-02,6.700532e-02,-6.250119e-02,-8.810915e-02,7.633779e-02,9.324755e-02,-8.952407e-02,-8.951033e-02,9.317282e-02,9.254123e-02,-8.875318e-02,-8.640870e-02,9.143785e-02,8.883643e-02,-7.936604e-02,-5.927406e-02,8.148729e-02,6.029283e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-1.071685e-01,-1.269011e-01,1.085595e-01,1.299619e-01
98,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-7.759367e-01,3.550025e-01,-3.598994e-01,7.840546e-01,-3.534100e-01,8.317522e-01,-7.437450e-01,3.053657e-01,-2.665123e-01,7.714384e-01,-5.956075e-01,8.243628e-02,-6.911807e-01,2.998686e-01,-6.776294e-01,3.315703e-01,-4.090705e-01,2.778658e-01,-3.030406e-01,4.809925e-01,-3.456458e-01,8.514358e-01,-4.654782e-03,5.492296e-01,-2.229077e-01,-1.118951e-01,1.918497e-01,1.237542e-01,1.080348e-01,1.060729e-01,-7.669010e-02,8.666150e-02,-1.389086e-01,-1.000134e-01,-4.206723e-02,8.110039e-02,-9.365937e-02,-9.139761e-02,8.939020e-02,9.080560e-02,-8.973024e-02,-8.695804e-02,9.052692e-02,8.831961e-02,-7.969495e-02,-5.948205e-02,8.117589e-02,6.009523e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-5.956328e-01,8.242159e-02,-3.034898e-01,4.808446e-01
99,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.986531e-01,3.749622e-01,-3.521103e-01,7.941578e-01,-1.402940e-01,7.497956e-01,-7.605808e-01,3.269879e-01,1.060396e-01,2.684659e-01,-6.113984e-01,6.449624e-02,-7.249946e-01,3.246992e-01,-1.697582e-01,1.421044e-01,-1.316211e-01,-7.623152e-02,-2.972518e-01,4.929947e-01,-3.541954e-01,8.403286e-01,1.321990e-01,1.206072e-01,-2.253729e-01,-1.174755e-01,1.899448e-01,1.204957e-01,1.021022e-01,7.994116e-02,-9.517965e-02,-6.321776e-02,-1.211549e-01,-9.762101e-02,-4.568868e-02,8.118958e-02,-9.292409e-02,-9.109202e-02,8.954887e-02,9.091365e-02,-8.958339e-02,-8.688104e-02,9.059328e-02,8.835927e-02,-7.965230e-02,-5.945757e-02,8.119928e-02,6.010878e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.113665e-01,6.450664e-02,-2.973670e-01,4.928981e-01
100,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.225341e-01,3.613039e-01,-3.467618e-01,8.276540e-01,-9.432235e-02,7.291602e-01,-7.655819e-01,3.540486e-01,1.082254e-01,1.600603e-01,-6.510324e-01,8.285055e-02,-7.634507e-01,3.545090e-01,-6.678603e-02,1.081716e-01,-8.774674e-02,-8.296277e-02,-3.510047e-01,5.451272e-01,-3.557751e-01,8.321691e-01,9.780725e-02,1.002272e-01,-2.253448e-01,-1.175604e-01,1.896579e-01,1.199987e-01,1.018849e-01,9.787967e-02,-9.657068e-02,-9.090713e-02,-1.113139e-01,-9.656255e-02,-9.430885e-02,7.429909e-02,-9.309757e-02,-9.135837e-02,8.747379e-02,9.005138e-02,-8.978909e-02,-8.702520e-02,9.016541e-02,8.812098e-02,-7.975314e-02,-5.952907e-02,8.105488e-02,6.001511e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.510689e-01,8.281849e-02,-3.510374e-01,5.451068e-01
101,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5.223232e-01,3.612792e-01,-3.467290e-01,8.276652e-01,-9.411789e-02,7.291276e-01,-7.655379e-01,3.540971e-01,1.085105e-01,1.601661e-01,-6.510419e-01,8.287921e-02,-7.634488e-01,3.545315e-01,-6.649653e-02,1.082564e-01,-8.685196e-02,-8.245897e-02,-3.510124e-01,5.451553e-01,-3.557273e-01,8.321756e-01,9.867898e-02,1.007184e-01,-1.448206e-01,-1.066434e-01,2.700272e-01,1.307122e-01,1.054781e-01,9.954283e-02,-9.288248e-02,-8.919976e-02,-1.113144e-01,-9.655571e-02,-9.432023e-02,7.430390e-02,-9.309113e-02,-9.135274e-02,8.747946e-02,9.005655e-02,-8.978424e-02,-8.702106e-02,9.016992e-02,8.812485e-02,-7.974959e-02,-5.952601e-02,8.105819e-02,6.001797e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.510984e-01,8.283006e-02,-3.510636e-01,5.451180e-01
102,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.566990e-01,2.927981e-01,-3.431102e-01,8.394403e-01,-7.365009e-02,6.775469e-01,-7.167175e-01,3.371765e-01,1.085427e-01,1.577974e-01,-6.997254e-01,1.789979e-01,-7.671495e-01,3.564343e-01,-7.171173e-02,6.943975e-02,-5.993193e-02,-8.218183e-02,-3.808169e-01,6.589205e-01,-3.414526e-01,8.049860e-01,8.009373e-02,1.001588e-01,-1.570577e-01,-9.501172e-02,3.022736e-01,1.043414e-01,1.216426e-01,1.325589e-01,-1.025181e-01,-1.256222e-01,-2.519160e-01,-7.086612e-02,-1.344167e-01,1.809865e-01,-1.133546e-01,-1.048989e-01,1.127790e-01,1.196600e-01,-1.061628e-01,-1.057043e-01,1.182149e-01,1.171577e-01,-1.000896e-01,-1.007756e-01,1.120547e-01,1.020432e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.998023e-01,1.789321e-01,-3.808704e-01,6.588781e-01
103,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.077731e-01,2.799214e-01,-3.528805e-01,8.316848e-01,-4.498784e-03,5.503576e-01,-6.783198e-01,3.320105e-01,1.046612e-01,1.056021e-01,-7.465383e-01,3.142759e-01,-7.758277e-01,3.554075e-01,-6.294151e-02,9.214154e-02,8.841526e-02,-6.325036e-02,-3.447699e-01,8.450277e-01,-2.662126e-01,7.717132e-01,1.064142e-01,1.048750e-01,5.016135e-02,-5.942427e-01,6.566393e-01,-2.415596e-01,5.623514e-01,-3.469272e-03,3.014106e-01,-4.186082e-01,-6.742009e-01,2.790845e-01,-3.466128e-01,8.025189e-01,-6.676769e-01,2.735703e-01,-3.456549e-01,8.052663e-01,-6.845048e-01,2.983930e-01,-3.567440e-01,7.896374e-01,-6.087990e-01,1.121324e-01,-3.194159e-01,4.691124e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.467503e-01,3.141103e-01,-3.449431e-01,8.448949e-01
104,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.290056e-01,-7.592134e-02,-1.399175e-01,7.498249e-01,1.332002e-01,1.211189e-01,-1.689684e-01,1.422428e-01,1.008559e-01,8.033965e-02,-7.614607e-01,3.304134e-01,-5.983289e-01,3.753294e-01,-8.219299e-02,-5.874285e-02,6.673269e-02,-7.252789e-02,-3.535321e-01,8.372975e-01,1.065383e-01,2.686400e-01,1.620600e-01,1.098770e-01,5.016967e-02,-6.201497e-01,7.125999e-01,-3.729252e-01,7.019087e-01,-7.742189e-02,2.964892e-01,-4.628648e-01,-7.160788e-01,3.115944e-01,-3.438471e-01,8.111660e-01,-7.140691e-01,3.089006e-01,-3.413965e-01,8.125353e-01,-7.250133e-01,3.266618e-01,-3.509958e-01,7.922817e-01,-6.193829e-01,9.385338e-02,-3.034223e-01,4.687596e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.616740e-01,3.302472e-01,-3.537191e-01,8.371561e-01
105,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.481498e-02,-8.133550e-02,-9.358296e-02,7.290673e-01,9.865870e-02,1.008978e-01,-6.581472e-02,1.084884e-01,1.012080e-01,9.870863e-02,-7.653559e-01,3.546075e-01,-5.217739e-01,3.614293e-01,-8.178944e-02,-8.491370e-02,1.056036e-01,-6.733497e-02,-3.551645e-01,8.319764e-01,1.087252e-01,1.602295e-01,1.623506e-01,1.100032e-01,6.308581e-02,-6.512448e-01,7.257541e-01,-3.851076e-01,7.396336e-01,-8.886268e-02,3.594196e-01,-5.239818e-01,-7.635973e-01,3.550578e-01,-3.447054e-01,8.287810e-01,-7.638691e-01,3.546340e-01,-3.453025e-01,8.296047e-01,-7.655402e-01,3.601758e-01,-3.492806e-01,8.106955e-01,-6.417155e-01,8.668350e-02,-3.072473e-01,4.862134e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.655986e-01,3.544195e-01,-3.553781e-01,8.318149e-01
106,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.481498e-02,-8.133550e-02,-9.358296e-02,7.290673e-01,9.865869e-02,1.008978e-01,-6.581473e-02,1.084884e-01,1.012080e-01,9.870863e-02,-7.653558e-01,3.546075e-01,-5.217739e-01,3.614293e-01,-8.178945e-02,-8.491370e-02,1.056036e-01,-6.733497e-02,-3.551645e-01,8.319764e-01,1.087252e-01,1.602295e-01,1.623506e-01,1.100032e-01,6.308580e-02,-6.512448e-01,7.257541e-01,-3.851076e-01,7.396336e-01,-8.886267e-02,3.594195e-01,-5.239817e-01,-7.635973e-01,3.550578e-01,-3.447054e-01,8.287810e-01,-7.638691e-01,3.546340e-01,-3.453025e-01,8.296047e-01,-7.655402e-01,3.601758e-01,-3.492806e-01,8.106955e-01,-6.417155e-01,8.668349e-02,-3.072473e-01,4.862134e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-7.655986e-01,3.544195e-01,-3.553781e-01,8.318149e-01
