#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0025a,Out_0025b,Out_0018a,Out_0018b,Out_0026a,Out_0026b,Out_0008a,Out_0008b
206,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.533506e-01,-3.244453e-01,3.642279e-01,-7.659102e-01,5.568946e-04,1.918296e-01,1.864384e-01,1.910618e-01,8.446042e-01,-2.627643e-01,1.409679e-01,1.638565e-01,3.674015e-01,-5.189879e-01,6.754222e-01,-3.383253e-01,5.677364e-01,5.198451e-01,1.154404e-01,-3.813407e-02,1.665782e-01,-5.100406e-02,7.010826e-01,-7.106563e-01,6.535960e-01,-3.620152e-01,2.724999e-01,-7.324113e-01,7.179672e-01,-7.957049e-02,2.755367e-01,-7.145962e-01,1.705206e-01,1.318337e-01,6.116744e-01,2.208120e-01,9.048787e-01,-5.215205e-01,8.376011e-01,-3.426374e-01,8.279795e-01,-3.453483e-01,3.546886e-01,-7.641052e-01,8.286723e-01,-3.453102e-01,3.547202e-01,-7.639053e-01,8.328628e-01,-3.588820e-01,3.556708e-01,-7.600931e-01,7.310794e-01,-1.118302e-01,3.489607e-01,-4.921872e-01,8.381269e-01,-6.359180e-01,5.814076e-01,-8.424245e-01,8.094120e-01,-6.832179e-01,4.616934e-01,-8.100942e-01,6.502260e-01,-7.476357e-01,2.526333e-01,-8.256234e-01,2.501737e-01,-6.848959e-01,-7.764015e-02,-7.015596e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,9.058125e-01,-5.211396e-01,7.019108e-01,-7.100889e-01,8.370462e-01,-3.435224e-01,3.640782e-01,-7.663928e-01
207,2,2,1,1,-1,-1,-2,-2,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-2,-2,1,1,1,1,2,2,2,2,1,1,-1,-1,-2,-2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.524283e-01,-3.230815e-01,3.287151e-01,-7.254995e-01,-9.736823e-02,1.424687e-01,1.544988e-01,1.819409e-01,8.188638e-01,-2.438068e-01,1.488318e-01,2.407014e-01,3.794841e-01,-5.991951e-01,5.759850e-01,-2.775615e-01,4.276099e-01,4.493244e-01,1.342345e-01,-1.437070e-01,1.638259e-01,-9.840294e-03,6.612373e-01,-6.207271e-01,5.785055e-01,-3.057154e-01,2.712976e-01,-7.383259e-01,7.401814e-01,-1.329186e-01,2.269466e-01,-6.480269e-01,2.769939e-01,1.242034e-01,5.613797e-01,1.823430e-01,8.487330e-01,-4.617663e-01,8.000152e-01,-3.487778e-01,8.366366e-01,-3.462655e-01,3.302502e-01,-7.543898e-01,8.294457e-01,-3.448922e-01,3.562312e-01,-7.642350e-01,8.327816e-01,-3.588335e-01,3.557659e-01,-7.600933e-01,7.310796e-01,-1.118133e-01,3.489839e-01,-4.921836e-01,8.598059e-01,-5.695283e-01,5.923034e-01,-8.127822e-01,8.144806e-01,-6.689540e-01,4.677085e-01,-8.098812e-01,6.528125e-01,-7.438094e-01,2.570012e-01,-8.253791e-01,2.510139e-01,-6.844298e-01,-7.565738e-02,-7.018458e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.496666e-01,-4.613855e-01,6.620666e-01,-6.201580e-01,7.994257e-01,-3.496885e-01,3.286102e-01,-7.258366e-01
208,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.511406e-01,-3.159677e-01,3.061124e-01,-6.906249e-01,1.507057e-01,-5.399008e-02,1.230878e-01,1.701161e-01,8.239853e-01,-2.424978e-01,4.952167e-01,1.516838e-01,3.593714e-01,-7.809373e-01,4.590952e-01,-2.655004e-01,4.148193e-01,3.803000e-01,3.447644e-01,-6.367555e-01,1.599562e-01,3.112055e-02,6.240950e-01,-5.249189e-01,5.321934e-01,-2.658112e-01,2.728828e-01,-7.311931e-01,8.210232e-01,-3.432035e-01,1.842583e-01,-6.112468e-01,7.775444e-01,-2.671292e-01,5.027310e-01,1.290900e-01,8.408825e-01,-4.182850e-01,7.919414e-01,-3.549316e-01,8.485591e-01,-3.456950e-01,3.100276e-01,-7.454935e-01,8.299678e-01,-3.441732e-01,3.582080e-01,-7.645248e-01,8.327320e-01,-3.586025e-01,3.561496e-01,-7.600496e-01,7.310738e-01,-1.116330e-01,3.491080e-01,-4.920458e-01,8.743678e-01,-5.421371e-01,5.946467e-01,-7.809643e-01,8.165661e-01,-6.626146e-01,4.659590e-01,-8.079817e-01,6.531611e-01,-7.427240e-01,2.546673e-01,-8.250432e-01,2.507887e-01,-6.843950e-01,-7.710526e-02,-7.016813e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.418163e-01,-4.179029e-01,6.249256e-01,-5.243494e-01,7.913880e-01,-3.558441e-01,3.062801e-01,-6.908890e-01
209,2,2,-1,-1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.512038e-01,-3.158892e-01,-5.929670e-02,-2.500916e-01,2.724286e-01,-2.882734e-01,1.520444e-01,1.554669e-01,2.094058e-01,6.683279e-02,6.135371e-01,2.629197e-02,3.615649e-01,-7.720617e-01,6.010750e-03,1.849875e-01,2.659735e-01,2.596574e-01,3.508185e-01,-6.897420e-01,1.515250e-01,1.220982e-01,3.415008e-01,9.324066e-02,1.904892e-01,1.244939e-01,2.731382e-01,-7.317010e-01,8.200077e-01,-3.393241e-01,-3.697433e-03,-1.161222e-01,7.977945e-01,-3.121963e-01,2.523862e-01,1.561676e-01,4.055058e-01,1.080936e-01,1.875835e-01,-1.355695e-01,6.584459e-01,-3.812481e-01,1.857192e-01,-7.014846e-01,8.406169e-01,-3.444688e-01,3.574323e-01,-7.644686e-01,8.324305e-01,-3.591245e-01,3.556045e-01,-7.602206e-01,7.311000e-01,-1.120487e-01,3.488431e-01,-4.923990e-01,8.289836e-01,-2.020138e-01,6.485527e-01,-4.732961e-01,8.579378e-01,-4.996382e-01,5.301859e-01,-7.757770e-01,6.861044e-01,-6.861335e-01,3.121825e-01,-8.216460e-01,2.636704e-01,-6.760901e-01,-4.767032e-02,-7.059922e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.064401e-01,1.084762e-01,3.423328e-01,9.380895e-02,1.867035e-01,-1.367804e-01,-5.921769e-02,-2.504990e-01
210,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.513117e-01,-3.155179e-01,-8.537365e-02,-1.056671e-01,3.414782e-01,-4.384615e-01,1.682437e-01,1.296068e-01,5.688003e-02,2.079717e-02,7.164784e-01,-4.040348e-02,3.631680e-01,-7.658354e-01,-1.505360e-01,2.919641e-02,1.562621e-01,4.190161e-02,3.644794e-01,-7.494892e-01,1.203370e-01,1.133322e-01,5.144619e-01,4.721462e-01,1.058527e-01,9.731281e-02,2.736768e-01,-7.318879e-01,8.206158e-01,-3.396448e-01,-4.594688e-02,-7.234874e-02,8.341179e-01,-3.495908e-01,2.813021e-02,-7.150757e-04,6.191849e-01,3.881927e-01,7.913145e-02,-9.408004e-02,5.447357e-01,-3.501403e-01,9.113650e-02,-6.528330e-01,8.277276e-01,-3.466042e-01,3.557829e-01,-7.638461e-01,8.330926e-01,-3.590673e-01,3.557338e-01,-7.601580e-01,7.310945e-01,-1.119359e-01,3.489349e-01,-4.922783e-01,7.986030e-01,-1.047875e-01,6.588949e-01,-3.759156e-01,8.603010e-01,-4.556223e-01,5.549458e-01,-7.547725e-01,6.942334e-01,-6.636483e-01,3.319663e-01,-8.215254e-01,2.675515e-01,-6.721003e-01,-3.822994e-02,-7.076043e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.201193e-01,3.885756e-01,5.152921e-01,4.727138e-01,7.810133e-02,-9.544600e-02,-8.531721e-02,-1.061396e-01
211,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.513117e-01,-3.155179e-01,-8.537359e-02,-1.056668e-01,3.414783e-01,-4.384616e-01,1.682437e-01,1.296068e-01,5.688003e-02,2.079717e-02,7.164784e-01,-4.040351e-02,3.631680e-01,-7.658354e-01,-1.505361e-01,2.919640e-02,1.562622e-01,4.190163e-02,3.644794e-01,-7.494892e-01,1.203370e-01,1.133322e-01,5.144619e-01,4.721462e-01,1.058527e-01,9.731289e-02,2.736768e-01,-7.318879e-01,8.206158e-01,-3.396448e-01,-4.594686e-02,-7.234871e-02,8.341179e-01,-3.495908e-01,2.813022e-02,-7.150607e-04,6.191849e-01,3.881927e-01,7.913167e-02,-9.407852e-02,5.447339e-01,-3.501383e-01,9.113537e-02,-6.528319e-01,8.277267e-01,-3.466043e-01,3.557830e-01,-7.638462e-01,8.330926e-01,-3.590673e-01,3.557338e-01,-7.601580e-01,7.310945e-01,-1.119359e-01,3.489349e-01,-4.922783e-01,7.986030e-01,-1.047875e-01,6.588949e-01,-3.759156e-01,8.603010e-01,-4.556223e-01,5.549458e-01,-7.547725e-01,6.942334e-01,-6.636483e-01,3.319663e-01,-8.215254e-01,2.675515e-01,-6.721003e-01,-3.822995e-02,-7.076042e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.201193e-01,3.885756e-01,5.152921e-01,4.727138e-01,7.810152e-02,-9.544474e-02,-8.531716e-02,-1.061393e-01
212,1,1,-2,-2,2,2,-1,-1,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.153088e-01,-2.994212e-01,-8.952177e-02,-1.171796e-01,3.943248e-01,-5.683103e-01,2.876730e-01,1.394192e-01,-1.355221e-01,-1.406506e-01,7.526290e-01,-1.187345e-01,3.216738e-01,-7.222488e-01,-2.836206e-01,-1.611817e-01,1.961588e-01,-9.547363e-02,3.367822e-01,-7.600933e-01,1.584404e-01,1.556545e-01,4.061125e-01,3.882523e-01,8.511722e-02,9.729330e-02,2.583582e-01,-6.821686e-01,7.975913e-01,-3.463946e-01,-4.185085e-02,-7.696532e-02,8.393895e-01,-3.444361e-01,-7.216364e-03,-7.816147e-02,5.523315e-01,3.142385e-01,8.545266e-02,-4.517683e-02,4.923644e-01,-2.969460e-01,7.017449e-02,-6.121790e-01,7.931441e-01,-3.489417e-01,3.275290e-01,-7.251441e-01,8.136186e-01,-3.473777e-01,3.106264e-01,-7.069152e-01,6.932001e-01,-1.059040e-01,2.982362e-01,-4.415041e-01,7.755119e-01,-1.284467e-01,5.552031e-01,-3.219674e-01,7.925214e-01,-4.409482e-01,4.511148e-01,-6.711086e-01,6.270611e-01,-5.934013e-01,2.575757e-01,-7.339239e-01,2.320077e-01,-6.307891e-01,-4.694414e-02,-6.514636e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.532308e-01,3.146291e-01,4.069498e-01,3.888173e-01,8.457980e-02,-4.631301e-02,-8.934633e-02,-1.174736e-01
213,0,0,-2,-2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.881893e-01,-2.900336e-01,-8.841748e-02,-1.346581e-01,3.772403e-01,-7.851189e-01,8.066108e-01,-2.561893e-01,-2.991169e-01,-3.970605e-01,8.236069e-01,-3.064238e-01,2.918824e-01,-6.860573e-01,-3.911778e-01,-4.507910e-01,4.067774e-01,-7.090553e-01,3.159607e-01,-7.461708e-01,6.541992e-01,-2.941804e-02,3.180674e-01,2.971769e-01,1.318777e-01,1.051036e-01,2.474187e-01,-6.436816e-01,7.885647e-01,-3.562466e-01,1.062036e-01,-6.194990e-02,8.510666e-01,-3.381099e-01,3.860123e-01,-4.191139e-01,4.694206e-01,2.128197e-01,8.941731e-02,-3.775689e-02,4.821091e-01,-2.991306e-01,8.752855e-02,-5.940004e-01,7.902526e-01,-3.687259e-01,3.004624e-01,-6.968674e-01,7.877649e-01,-2.871136e-01,2.804188e-01,-6.571673e-01,6.058829e-01,-6.290548e-02,3.019575e-01,-4.117033e-01,7.628872e-01,-1.727036e-01,5.125372e-01,-2.939912e-01,7.004072e-01,-4.353759e-01,4.144111e-01,-6.422400e-01,5.204426e-01,-5.002568e-01,2.785622e-01,-6.533572e-01,2.029296e-01,-5.750225e-01,-1.027331e-02,-6.446084e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.702847e-01,2.132120e-01,3.189028e-01,2.977330e-01,8.865466e-02,-3.873011e-02,-8.818674e-02,-1.349046e-01
214,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.505135e-01,8.936423e-02,-7.870121e-02,-5.844959e-02,3.722696e-01,-7.787067e-01,8.164759e-01,-3.022286e-01,-3.966704e-01,-4.631491e-01,8.359548e-01,-3.157544e-01,-4.227728e-02,-2.569689e-01,-4.746006e-01,-5.499540e-01,4.189749e-01,-7.176659e-01,1.880186e-01,-7.020964e-01,6.971125e-01,-5.311124e-02,6.376907e-02,1.137372e-01,1.554331e-01,1.109551e-01,8.733375e-02,-1.791557e-01,1.949146e-01,-1.341809e-01,8.989033e-02,-6.313230e-02,6.586937e-01,-3.767298e-01,3.908073e-01,-4.478496e-01,1.233744e-01,9.192983e-02,1.015297e-01,8.039717e-02,1.323174e-01,1.165389e-01,-1.255969e-01,-9.964412e-02,1.195245e-01,1.189220e-01,-1.073153e-01,-1.058593e-01,1.183581e-01,1.171445e-01,-1.058473e-01,-1.057598e-01,1.120258e-01,1.019840e-01,-1.001055e-01,-1.008377e-01,8.353619e-02,7.519607e-02,6.288106e-02,8.659084e-02,-7.573673e-03,-7.414070e-03,-2.354909e-02,7.886083e-03,-5.618720e-02,-5.238415e-02,-7.298859e-02,-3.936546e-02,-1.678806e-01,-1.489032e-01,-1.780814e-01,-1.399076e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.239165e-01,9.235977e-02,6.444207e-02,1.143025e-01,1.009378e-01,7.977365e-02,-7.851318e-02,-5.856123e-02
215,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.613813e-01,1.492857e-01,-8.145293e-02,-8.656684e-02,3.684094e-01,-7.683394e-01,8.442338e-01,-3.284763e-01,-4.879465e-01,-5.487134e-01,8.282613e-01,-3.287162e-01,-8.959567e-02,-1.076835e-01,-5.489190e-01,-6.410204e-01,4.298177e-01,-7.491489e-01,9.623491e-02,-6.558541e-01,7.369137e-01,-6.115806e-02,-1.073460e-01,-1.025983e-01,1.574820e-01,1.099721e-01,4.878185e-02,-8.363664e-02,9.284340e-02,-9.251377e-02,1.079532e-01,-6.349722e-02,5.504949e-01,-3.503146e-01,4.280619e-01,-4.884032e-01,-9.375102e-02,-8.132353e-02,1.002051e-01,9.655995e-02,9.485754e-02,9.391953e-02,-8.861625e-02,-8.950536e-02,9.326029e-02,9.256898e-02,-8.981305e-02,-8.967253e-02,9.142799e-02,8.880166e-02,-8.887725e-02,-8.651405e-02,8.143816e-02,6.023692e-02,-7.945910e-02,-5.935780e-02,-2.978420e-02,-2.638286e-02,-3.421808e-02,-3.242248e-02,-1.562759e-02,-1.412251e-02,-1.764927e-02,-1.684496e-02,-2.006098e-02,-1.690091e-02,-2.066039e-02,-2.142627e-02,-9.546796e-02,-7.332636e-02,-8.398823e-02,-9.913005e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.343334e-02,-8.107971e-02,-1.067959e-01,-1.021857e-01,9.987496e-02,9.616935e-02,-8.125772e-02,-8.668233e-02
216,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.613813e-01,1.492857e-01,-8.145293e-02,-8.656684e-02,3.684094e-01,-7.683394e-01,8.442338e-01,-3.284763e-01,-4.879465e-01,-5.487134e-01,8.282613e-01,-3.287162e-01,-8.959567e-02,-1.076835e-01,-5.489190e-01,-6.410204e-01,4.298178e-01,-7.491489e-01,9.623493e-02,-6.558541e-01,7.369137e-01,-6.115805e-02,-1.073460e-01,-1.025983e-01,1.574820e-01,1.099721e-01,4.878185e-02,-8.363664e-02,9.284340e-02,-9.251379e-02,1.079532e-01,-6.349723e-02,5.504949e-01,-3.503146e-01,4.280619e-01,-4.884032e-01,-9.375102e-02,-8.132353e-02,1.002051e-01,9.655995e-02,9.485754e-02,9.391953e-02,-8.861625e-02,-8.950536e-02,9.326029e-02,9.256898e-02,-8.981305e-02,-8.967253e-02,9.142799e-02,8.880166e-02,-8.887725e-02,-8.651405e-02,8.143816e-02,6.023692e-02,-7.945910e-02,-5.935780e-02,-2.978420e-02,-2.638286e-02,-3.421808e-02,-3.242248e-02,-1.562759e-02,-1.412251e-02,-1.764927e-02,-1.684496e-02,-2.006098e-02,-1.690091e-02,-2.066039e-02,-2.142627e-02,-9.546796e-02,-7.332636e-02,-8.398823e-02,-9.913005e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.343334e-02,-8.107971e-02,-1.067959e-01,-1.021857e-01,9.987496e-02,9.616935e-02,-8.125772e-02,-8.668233e-02
217,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.630798e-01,1.525728e-01,-7.547019e-02,-1.278586e-01,3.475971e-01,-7.295007e-01,8.440953e-01,-3.069550e-01,-7.096239e-02,-4.851043e-01,7.948358e-01,-3.349121e-01,-8.978813e-02,-1.169413e-01,-3.334364e-01,-3.843247e-01,4.212722e-01,-7.919026e-01,7.590302e-02,-6.165858e-01,7.939466e-01,-1.025588e-01,-2.126040e-01,-2.141451e-01,2.604321e-01,1.120895e-01,4.995852e-02,-8.245592e-02,1.018745e-01,-3.810188e-02,1.664583e-01,-1.616079e-01,4.972632e-01,-2.909240e-01,5.502096e-01,-6.281875e-01,-1.125886e-01,-2.393158e-01,1.206544e-01,1.315450e-01,7.726124e-02,9.406821e-02,-5.966518e-02,-8.611797e-02,9.381497e-02,9.304601e-02,-8.812091e-02,-8.850049e-02,9.183867e-02,8.915809e-02,-8.800927e-02,-8.584844e-02,8.174794e-02,6.050748e-02,-7.893511e-02,-5.893429e-02,-2.944836e-01,-2.549995e-01,-2.683184e-01,-3.167061e-01,-6.159028e-02,-5.258075e-02,-5.640428e-02,-6.320625e-02,-3.442656e-02,-2.981734e-02,-3.345744e-02,-3.576615e-02,-1.015672e-01,-7.905155e-02,-8.963866e-02,-1.052040e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-1.122712e-01,-2.390719e-01,-2.120533e-01,-2.137329e-01,1.203371e-01,1.311054e-01,-7.537894e-02,-1.280122e-01
218,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.626420e-01,1.521744e-01,2.760149e-01,-4.073397e-01,3.208094e-01,-7.428908e-01,8.912476e-01,-2.335109e-01,4.893554e-01,-7.078503e-01,7.570619e-01,-3.025246e-01,-9.400228e-02,-1.352098e-01,3.051131e-02,-6.448524e-01,6.038799e-01,-8.017722e-01,8.644053e-02,-6.013528e-01,8.847629e-01,-2.857833e-01,-6.342960e-02,-5.972394e-01,7.694956e-01,-2.620434e-01,4.883439e-02,-8.440814e-02,1.019540e-01,-3.285591e-02,3.675762e-01,-6.942157e-01,4.831572e-01,-3.023178e-01,7.924174e-01,-7.763657e-01,2.610088e-01,-5.986841e-01,5.510560e-01,-7.089120e-03,1.059830e-01,1.001866e-01,9.062915e-02,-6.748434e-02,9.680636e-02,9.465604e-02,-8.241575e-02,-8.599041e-02,9.274679e-02,8.969530e-02,-8.671062e-02,-8.510843e-02,8.208041e-02,6.072245e-02,-7.848364e-02,-5.864286e-02,-4.749457e-01,-5.322856e-01,-4.273510e-01,-6.101026e-01,-9.949216e-02,-8.789475e-02,-8.278370e-02,-9.909883e-02,-4.426162e-02,-3.925557e-02,-4.077747e-02,-4.484077e-02,-1.051248e-01,-8.258852e-02,-9.244943e-02,-1.085052e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.613264e-01,-5.984403e-01,-6.287938e-02,-5.968268e-01,5.507743e-01,-7.486247e-03,2.760890e-01,-4.074967e-01
219,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.642890e-01,1.559375e-01,2.932320e-01,-4.587880e-01,-2.548491e-02,-3.750642e-01,7.635654e-01,-2.469179e-01,5.761369e-01,-7.613293e-01,1.898449e-01,-7.663514e-02,-8.263925e-02,-5.954835e-02,2.084567e-01,-7.158558e-01,5.970084e-01,-7.613004e-01,-1.196738e-01,-1.172789e-01,8.888874e-01,-2.756189e-01,-1.474956e-02,-6.430619e-01,7.998894e-01,-3.346413e-01,5.053126e-02,-8.055877e-02,1.143504e-01,8.533362e-02,3.830910e-01,-7.295601e-01,1.366481e-01,1.147779e-01,8.519185e-01,-7.488726e-01,2.778262e-01,-6.339279e-01,6.717499e-01,-7.119125e-02,1.576142e-01,1.073327e-01,6.782197e-02,-7.212158e-02,9.842148e-02,9.510174e-02,-8.356479e-02,-8.640773e-02,9.286450e-02,8.970517e-02,-8.692953e-02,-8.525416e-02,8.205266e-02,6.068232e-02,-7.859318e-02,-5.873067e-02,-5.204422e-01,-5.672441e-01,-4.412540e-01,-6.418026e-01,-1.034193e-01,-9.174744e-02,-8.214141e-02,-1.010491e-01,-4.427394e-02,-3.950867e-02,-3.987754e-02,-4.442910e-02,-1.047924e-01,-8.237780e-02,-9.182611e-02,-1.080274e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.781434e-01,-6.336838e-01,-1.419964e-02,-6.426488e-01,6.713219e-01,-7.154604e-02,2.929929e-01,-4.589858e-01
