#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0025a,Out_0025b,Out_0018a,Out_0018b,Out_0026a,Out_0026b,Out_0008a,Out_0008b
76,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.109097e-01,1.154817e-01,-9.284322e-02,-9.221599e-02,-7.702783e-01,3.894578e-01,-3.211426e-01,8.551344e-01,-6.337432e-01,-4.308759e-01,-3.473294e-01,8.342607e-01,-7.602551e-02,1.066128e-01,-6.758974e-01,-5.147500e-01,-7.534948e-01,4.414988e-01,-5.233009e-01,3.664818e-01,-3.564276e-01,5.868337e-01,-1.075914e-01,-1.010701e-01,-1.135076e-01,7.303784e-02,-3.037568e-01,-1.201487e-01,1.124245e-01,1.609764e-01,-1.233813e-01,-9.440910e-02,-9.235511e-02,7.285040e-01,-6.566786e-01,1.635929e-01,-9.117323e-02,-7.250116e-02,8.737850e-02,9.046573e-02,9.154833e-02,9.196372e-02,-9.176070e-02,-9.139207e-02,9.202848e-02,9.175299e-02,-9.101320e-02,-9.047308e-02,9.086478e-02,8.839945e-02,-8.943261e-02,-8.691219e-02,8.114248e-02,6.001304e-02,-7.975269e-02,-5.958063e-02,-2.811480e-02,-2.399055e-02,-3.383488e-02,-3.147424e-02,-1.483445e-02,-1.313032e-02,-1.734245e-02,-1.629519e-02,-1.964535e-02,-1.640702e-02,-2.045073e-02,-2.110967e-02,-9.523254e-02,-7.305325e-02,-8.385155e-02,-9.894142e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-9.080854e-02,-7.220723e-02,-1.070468e-01,-1.006289e-01,8.660628e-02,9.002334e-02,-9.314366e-02,-9.231529e-02
77,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.112183e-01,1.157667e-01,-1.042580e-01,-1.244499e-01,-7.232331e-01,3.789764e-01,-3.033916e-01,8.775304e-01,-3.981666e-01,-2.662348e-01,-3.306542e-01,8.043846e-01,-8.039598e-02,6.896260e-02,-5.285633e-01,-7.914739e-02,-7.961760e-01,5.256579e-01,-4.570851e-01,3.020103e-01,-3.372669e-01,6.713726e-01,-2.685982e-01,-1.243925e-01,-1.231564e-01,1.813672e-01,-3.036393e-01,-1.208913e-01,1.127418e-01,1.581627e-01,-2.591519e-01,-6.201593e-02,-7.003493e-02,6.741487e-01,-7.240716e-01,2.717309e-01,-2.192179e-01,-1.828483e-01,1.102657e-01,1.309248e-01,7.663940e-02,9.353027e-02,-6.122042e-02,-8.680250e-02,9.343375e-02,9.277810e-02,-8.854785e-02,-8.878950e-02,9.164683e-02,8.901762e-02,-8.821318e-02,-8.599668e-02,8.164284e-02,6.042692e-02,-7.904558e-02,-5.901877e-02,-3.128623e-01,-2.520674e-01,-2.604327e-01,-2.984431e-01,-6.141031e-02,-5.234212e-02,-5.537324e-02,-6.229966e-02,-3.417788e-02,-2.957485e-02,-3.319293e-02,-3.549354e-02,-1.014259e-01,-7.890580e-02,-8.951997e-02,-1.050706e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-2.188530e-01,-1.825545e-01,-2.680533e-01,-1.239515e-01,1.095854e-01,1.305207e-01,-1.045479e-01,-1.245149e-01
78,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.105392e-01,1.139399e-01,-6.019749e-01,7.835045e-02,-6.961909e-01,3.798832e-01,-2.831998e-01,8.840578e-01,-6.322874e-01,1.491402e-02,-2.574396e-01,7.768116e-01,-7.772540e-02,8.834077e-02,-6.869762e-01,4.998205e-01,-7.784146e-01,7.899122e-01,-4.082108e-01,2.825230e-01,-2.363435e-01,8.909018e-01,-5.959083e-01,2.584824e-01,-3.066927e-01,7.562056e-01,-3.037949e-01,-1.207569e-01,1.055437e-01,1.064807e-01,-7.449284e-01,3.079692e-01,-5.833657e-03,5.549641e-01,-8.053522e-01,5.859262e-01,-5.965231e-01,-7.780815e-02,-3.094359e-01,4.831610e-01,-4.168615e-02,8.061118e-02,-1.375507e-01,-9.979550e-02,8.897501e-02,9.050746e-02,-9.352598e-02,-9.128844e-02,9.032075e-02,8.817863e-02,-8.963723e-02,-8.687826e-02,8.107985e-02,6.002959e-02,-7.962622e-02,-5.942202e-02,-6.151474e-01,-4.369545e-01,-5.321718e-01,-4.775059e-01,-9.959433e-02,-8.233818e-02,-8.977355e-02,-1.007359e-01,-4.403395e-02,-3.807234e-02,-4.241980e-02,-4.561666e-02,-1.050557e-01,-8.220245e-02,-9.300075e-02,-1.087692e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-5.961584e-01,-7.751424e-02,-5.953637e-01,2.589235e-01,-3.101113e-01,4.828504e-01,-6.021861e-01,7.819374e-02
79,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.086570e-01,1.106978e-01,-6.164830e-01,6.386741e-02,-1.523145e-01,1.627083e-01,-5.710595e-02,8.002361e-01,-6.839360e-01,4.991756e-02,1.178473e-01,2.489712e-01,-9.628280e-02,-6.239241e-02,-6.960495e-01,6.221818e-01,-5.249859e-01,8.721723e-01,-1.269200e-01,-7.699225e-02,-2.383897e-01,8.920104e-01,-6.220213e-01,2.985482e-01,-2.966383e-01,7.746700e-01,-3.062909e-01,-1.263797e-01,9.957370e-02,7.954750e-02,-7.793853e-01,3.370839e-01,1.334087e-01,1.220163e-01,-7.688667e-01,6.491858e-01,-6.259281e-01,-9.993640e-02,-3.011452e-01,4.921867e-01,-4.660407e-02,8.048026e-02,-1.209866e-01,-9.760088e-02,8.905533e-02,9.057486e-02,-9.289011e-02,-9.104742e-02,9.036045e-02,8.819827e-02,-8.953588e-02,-8.683495e-02,8.108709e-02,6.002956e-02,-7.960945e-02,-5.941811e-02,-6.576324e-01,-4.866749e-01,-5.573861e-01,-5.140713e-01,-1.046523e-01,-8.743714e-02,-9.222134e-02,-1.049154e-01,-4.481889e-02,-3.896748e-02,-4.249782e-02,-4.611049e-02,-1.051318e-01,-8.235279e-02,-9.282285e-02,-1.087317e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.255636e-01,-9.964273e-02,-6.214767e-01,2.989896e-01,-3.014838e-01,4.919290e-01,-6.166349e-01,6.373683e-02
80,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.082891e-01,1.100941e-01,-6.561623e-01,8.309243e-02,-5.230283e-02,1.026962e-01,1.685541e-02,7.818385e-01,-7.155922e-01,9.552215e-02,1.085767e-01,1.366559e-01,-9.754627e-02,-8.871769e-02,-6.410266e-01,7.450401e-01,-4.087190e-01,8.793393e-01,-8.283663e-02,-7.427590e-02,-2.364912e-01,8.848498e-01,-6.432069e-01,3.400688e-01,-2.898457e-01,8.140152e-01,-3.063125e-01,-1.264893e-01,9.918830e-02,9.719613e-02,-8.018768e-01,3.716377e-01,9.791558e-02,1.007029e-01,-7.423911e-01,7.120793e-01,-6.736052e-01,-1.108636e-01,-3.500600e-01,5.437471e-01,-9.394091e-02,7.387188e-02,-1.115157e-01,-9.652934e-02,8.708542e-02,8.975714e-02,-9.303449e-02,-9.129780e-02,8.995201e-02,8.796741e-02,-8.973483e-02,-8.697819e-02,8.094431e-02,5.993458e-02,-7.971192e-02,-5.949300e-02,-7.117971e-01,-5.372926e-01,-5.910727e-01,-5.605525e-01,-1.116502e-01,-9.404518e-02,-9.592734e-02,-1.108102e-01,-4.618552e-02,-4.032866e-02,-4.316582e-02,-4.722664e-02,-1.054709e-01,-8.272655e-02,-9.293590e-02,-1.089804e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,-6.732403e-01,-1.105701e-01,-6.426620e-01,3.405097e-01,-3.503193e-01,5.435648e-01,-6.563842e-01,8.291790e-02
81,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.904359e-01,1.208817e-01,-6.561660e-01,8.311530e-02,-5.200514e-02,1.027863e-01,1.707204e-02,7.818136e-01,-7.155686e-01,9.557562e-02,1.088674e-01,1.367640e-01,-9.378240e-02,-8.697008e-02,-6.408546e-01,7.451101e-01,-4.084872e-01,8.793272e-01,-8.191963e-02,-7.375918e-02,-2.364421e-01,8.848471e-01,-6.431845e-01,3.401017e-01,-2.898159e-01,8.140245e-01,-2.238109e-01,-1.155228e-01,1.028538e-01,9.889290e-02,-8.018476e-01,3.716654e-01,9.880387e-02,1.012031e-01,-7.423247e-01,7.121434e-01,-6.736144e-01,-1.108239e-01,-3.500561e-01,5.437659e-01,-9.394462e-02,7.387788e-02,-1.115138e-01,-9.652194e-02,8.709140e-02,8.976247e-02,-9.302774e-02,-9.129187e-02,8.995653e-02,8.797129e-02,-8.972980e-02,-8.697389e-02,8.094761e-02,5.993742e-02,-7.970823e-02,-5.948981e-02,-7.117856e-01,-5.372721e-01,-5.910851e-01,-5.605441e-01,-1.116563e-01,-9.404623e-02,-9.595489e-02,-1.108249e-01,-4.619557e-02,-4.033467e-02,-4.318945e-02,-4.724268e-02,-1.054797e-01,-8.273269e-02,-9.295212e-02,-1.089927e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.732666e-01,-1.105487e-01,-6.426489e-01,3.405245e-01,-3.503357e-01,5.435680e-01,-6.564106e-01,8.292419e-02
82,-1,-1,2,2,-2,-2,1,1,2,2,-2,-2,-1,-1,2,2,1,1,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,2,2,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.989273e-01,1.216648e-01,-7.081602e-01,1.797163e-01,-5.244837e-02,9.544938e-02,5.498884e-03,7.684299e-01,-6.790582e-01,1.201617e-01,1.077275e-01,1.283604e-01,-1.059656e-01,-1.207969e-01,-5.859605e-01,7.822107e-01,-3.444686e-01,8.510889e-01,-5.521848e-02,-7.221078e-02,-2.212165e-01,8.662446e-01,-6.361304e-01,4.165170e-01,-2.642476e-01,8.198221e-01,-2.606070e-01,-6.845365e-02,1.204497e-01,1.341279e-01,-7.764144e-01,3.807832e-01,8.074747e-02,1.006584e-01,-6.693258e-01,7.010104e-01,-6.812241e-01,-6.439007e-02,-3.813222e-01,6.585298e-01,-1.351947e-01,1.805434e-01,-2.524007e-01,-7.102374e-02,1.124236e-01,1.194508e-01,-1.133218e-01,-1.048355e-01,1.181010e-01,1.171084e-01,-1.060595e-01,-1.055848e-01,1.120497e-01,1.020760e-01,-9.997060e-02,-1.006033e-01,-4.205248e-01,-2.882482e-01,-4.221586e-01,-1.396932e-01,-1.695847e-01,-1.340460e-01,-1.773172e-01,-8.628664e-02,-1.249919e-01,-1.171297e-01,-1.425379e-01,-9.955371e-02,-1.885652e-01,-1.745787e-01,-2.061317e-01,-1.571607e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.807719e-01,-6.399714e-02,-6.354739e-01,4.170941e-01,-3.812358e-01,6.586890e-01,-7.081592e-01,1.797391e-01
83,0,0,2,2,-2,-2,0,0,2,2,-2,-2,0,0,2,2,0,0,-2,-2,0,0,2,2,2,2,0,0,0,0,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.074428e-02,5.143673e-01,-7.555616e-01,3.143916e-01,-5.385150e-02,9.955528e-02,8.862855e-02,6.024478e-01,-6.183838e-01,2.607273e-01,9.950312e-02,7.619018e-02,-6.229293e-01,8.121900e-02,-4.699065e-01,8.689679e-01,-2.060067e-01,8.542155e-01,-1.313968e-01,-8.474204e-02,-1.219190e-01,8.160947e-01,-6.448738e-01,7.529104e-01,-2.586257e-01,8.115935e-01,-5.505693e-01,3.461129e-01,-2.051876e-01,4.772981e-01,-7.521014e-01,3.926464e-01,-4.058508e-02,8.740003e-02,-5.259412e-01,7.797117e-01,-7.586371e-01,2.141208e-01,-3.406031e-01,8.440607e-01,-3.470596e-01,8.026176e-01,-6.743291e-01,2.785387e-01,-3.460995e-01,8.053598e-01,-6.676846e-01,2.731439e-01,-3.570414e-01,7.897088e-01,-6.844808e-01,2.981115e-01,-3.196286e-01,4.691076e-01,-6.088411e-01,1.120056e-01,-6.830741e-01,1.721627e-01,-6.119198e-01,6.116618e-01,-6.569905e-01,2.283680e-01,-5.886050e-01,6.115943e-01,-6.811977e-01,1.393893e-01,-6.208747e-01,4.781943e-01,-6.157616e-01,-6.052009e-02,-6.224138e-01,1.743351e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.582907e-01,2.148673e-01,-6.442539e-01,7.537077e-01,-3.409671e-01,8.439445e-01,-7.556404e-01,3.145002e-01
84,1,1,2,2,-2,-2,-1,-1,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-1,-1,2,2,2,2,1,1,1,1,2,2,-2,-2,-1,-1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.545009e-02,6.091348e-01,-7.502514e-01,3.328877e-01,-6.932712e-02,-3.146926e-02,2.457521e-01,3.026695e-01,-2.404182e-01,2.403497e-01,1.086629e-01,1.088274e-01,-6.291784e-01,6.458313e-02,-2.057438e-01,7.479736e-01,1.548924e-01,4.625780e-01,-1.183978e-01,-8.934714e-02,2.313667e-01,3.731113e-01,-4.786684e-01,8.792665e-01,-8.231085e-02,7.418282e-01,-6.017791e-01,3.641638e-01,-2.633715e-01,4.886209e-01,-4.736878e-01,3.586527e-01,-4.165232e-02,9.010479e-02,1.736250e-01,4.691185e-01,-6.176242e-01,3.367964e-01,-3.498518e-01,8.374717e-01,-3.435434e-01,8.109063e-01,-7.167773e-01,3.105879e-01,-3.421815e-01,8.126206e-01,-7.141049e-01,3.079643e-01,-3.515830e-01,7.923387e-01,-7.249625e-01,3.260121e-01,-3.038699e-01,4.686367e-01,-6.194216e-01,9.344538e-02,-7.371924e-01,3.037823e-01,-6.093940e-01,7.858946e-01,-7.410390e-01,2.822854e-01,-6.519746e-01,7.078100e-01,-7.193982e-01,1.685973e-01,-6.516009e-01,5.616366e-01,-6.422308e-01,-8.370688e-02,-6.403938e-01,1.935187e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.172714e-01,3.375750e-01,-4.780434e-01,8.800819e-01,-3.505091e-01,8.371252e-01,-7.504106e-01,3.329398e-01
85,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.718889e-02,7.151958e-01,-6.998709e-01,3.634816e-01,-4.030937e-02,7.969612e-02,1.726780e-01,1.945998e-01,-2.339118e-01,4.189775e-01,1.159878e-01,1.421317e-01,-6.729973e-01,9.955735e-02,-1.184677e-01,7.560239e-01,3.904217e-01,6.571588e-01,-1.075059e-01,-7.737169e-02,1.979368e-01,1.895987e-01,-4.325942e-01,8.847742e-01,9.002162e-02,6.641101e-01,-6.422291e-01,3.833226e-01,-3.776720e-01,5.683394e-01,-1.347141e-01,2.126540e-01,-1.021098e-01,8.753366e-02,5.177166e-01,4.839573e-01,-6.877712e-01,5.387922e-01,-3.604329e-01,8.378590e-01,-3.413692e-01,8.280686e-01,-7.651200e-01,3.551688e-01,-3.452783e-01,8.294941e-01,-7.640145e-01,3.540689e-01,-3.496175e-01,8.104404e-01,-7.656167e-01,3.597107e-01,-3.070653e-01,4.856236e-01,-6.415587e-01,8.602522e-02,-8.027990e-01,5.071729e-01,-5.838123e-01,8.537584e-01,-7.912465e-01,4.063875e-01,-6.686784e-01,8.153688e-01,-8.210402e-01,2.230471e-01,-7.462159e-01,6.502022e-01,-6.990863e-01,-8.641632e-02,-6.880714e-01,2.474726e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.874295e-01,5.395766e-01,-4.319802e-01,8.855974e-01,-3.613429e-01,8.372932e-01,-7.001810e-01,3.634223e-01
86,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.718889e-02,7.151958e-01,-6.998709e-01,3.634816e-01,-4.030937e-02,7.969612e-02,1.726780e-01,1.945998e-01,-2.339118e-01,4.189775e-01,1.159878e-01,1.421317e-01,-6.729973e-01,9.955735e-02,-1.184677e-01,7.560239e-01,3.904217e-01,6.571588e-01,-1.075059e-01,-7.737169e-02,1.979368e-01,1.895987e-01,-4.325942e-01,8.847742e-01,9.002162e-02,6.641101e-01,-6.422291e-01,3.833226e-01,-3.776720e-01,5.683394e-01,-1.347140e-01,2.126540e-01,-1.021098e-01,8.753366e-02,5.177166e-01,4.839573e-01,-6.877712e-01,5.387922e-01,-3.604329e-01,8.378590e-01,-3.413692e-01,8.280686e-01,-7.651200e-01,3.551688e-01,-3.452783e-01,8.294941e-01,-7.640145e-01,3.540689e-01,-3.496175e-01,8.104404e-01,-7.656167e-01,3.597107e-01,-3.070653e-01,4.856236e-01,-6.415587e-01,8.602522e-02,-8.027990e-01,5.071729e-01,-5.838123e-01,8.537584e-01,-7.912465e-01,4.063875e-01,-6.686784e-01,8.153688e-01,-8.210402e-01,2.230471e-01,-7.462159e-01,6.502022e-01,-6.990863e-01,-8.641632e-02,-6.880714e-01,2.474726e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.874295e-01,5.395766e-01,-4.319802e-01,8.855974e-01,-3.613429e-01,8.372932e-01,-7.001810e-01,3.634223e-01
87,2,2,1,1,-1,-1,-2,-2,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-2,-2,1,1,1,1,2,2,2,2,1,1,-1,-1,-2,-2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.578208e-02,7.214074e-01,-6.479399e-01,3.547819e-01,-1.223221e-01,3.583064e-02,1.437536e-01,1.833904e-01,-2.668259e-01,4.556512e-01,1.280791e-01,2.127911e-01,-7.124169e-01,1.813736e-01,-1.897204e-01,7.967014e-01,2.794772e-01,5.877251e-01,-2.512453e-01,-5.541684e-02,1.851940e-01,1.451705e-01,-4.215105e-01,8.562355e-01,1.502993e-01,5.308279e-01,-6.429039e-01,3.854969e-01,-3.883514e-01,6.637367e-01,-7.611449e-02,1.552805e-01,-1.297194e-01,1.908262e-01,4.491150e-01,4.495366e-01,-6.164876e-01,6.004091e-01,-2.830393e-01,7.918460e-01,-3.455310e-01,8.284321e-01,-7.741504e-01,3.532990e-01,-3.456520e-01,8.295805e-01,-7.635453e-01,3.540081e-01,-3.496445e-01,8.104315e-01,-7.656207e-01,3.596761e-01,-3.070685e-01,4.856023e-01,-6.415559e-01,8.598991e-02,-8.066876e-01,5.692595e-01,-5.617666e-01,8.620745e-01,-8.042620e-01,4.532606e-01,-6.666055e-01,8.152449e-01,-8.247826e-01,2.510319e-01,-7.461777e-01,6.509933e-01,-7.009408e-01,-7.382101e-02,-6.884736e-01,2.487399e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.161490e-01,6.011957e-01,-4.208967e-01,8.570590e-01,-2.841562e-01,7.909893e-01,-6.482932e-01,3.546339e-01
88,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.499288e-02,7.093844e-01,-6.375163e-01,3.466690e-01,-6.140478e-01,1.916316e-01,3.506498e-02,1.616808e-01,-2.684171e-01,4.548680e-01,-2.611472e-01,5.413210e-01,-7.562444e-01,3.101050e-01,-2.391479e-01,8.234026e-01,1.310691e-01,5.057283e-01,-6.865120e-01,3.105961e-01,1.702170e-01,1.231360e-01,-4.160234e-01,8.439894e-01,1.384968e-01,4.928758e-01,-6.419957e-01,3.844625e-01,-3.521237e-01,8.480713e-01,-6.783978e-02,1.561149e-01,-3.474320e-01,7.920448e-01,3.802442e-01,4.166983e-01,-5.285250e-01,6.297985e-01,-2.718515e-01,7.770600e-01,-3.495264e-01,8.291606e-01,-7.819570e-01,3.519643e-01,-3.456655e-01,8.296454e-01,-7.630725e-01,3.541678e-01,-3.495437e-01,8.104693e-01,-7.656170e-01,3.597547e-01,-3.070979e-01,4.857005e-01,-6.415864e-01,8.609481e-02,-7.850335e-01,5.968735e-01,-5.432209e-01,8.738723e-01,-8.103244e-01,4.696546e-01,-6.644348e-01,8.155422e-01,-8.265079e-01,2.617234e-01,-7.465626e-01,6.508174e-01,-7.016513e-01,-6.924029e-02,-6.888676e-01,2.489118e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-5.281866e-01,6.305877e-01,-4.154097e-01,8.448128e-01,-2.732443e-01,7.760208e-01,-6.380414e-01,3.465675e-01
89,2,2,-1,-1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.561563e-02,7.087627e-01,-1.522713e-01,1.393315e-01,-6.405764e-01,2.091415e-01,-1.985263e-02,1.347809e-01,1.737459e-01,1.231393e-01,-2.976135e-01,5.689076e-01,-7.646143e-01,3.300665e-01,2.012302e-02,2.169556e-01,7.735796e-02,2.385632e-01,-7.235542e-01,3.355326e-01,1.458941e-01,1.214103e-01,7.427801e-02,4.054707e-01,1.930798e-01,1.369787e-01,-6.420242e-01,3.824851e-01,-3.523282e-01,8.377237e-01,-5.066626e-04,-8.903793e-02,-3.426257e-01,7.998324e-01,2.458072e-01,1.613264e-01,9.692294e-02,3.917117e-01,1.163058e-01,2.721467e-01,-1.389389e-01,7.493583e-01,-5.956839e-01,3.745278e-01,-3.531071e-01,8.317225e-01,-7.704911e-01,3.532228e-01,-3.496424e-01,8.104846e-01,-7.651996e-01,3.599099e-01,-3.070679e-01,4.856482e-01,-6.416009e-01,8.606373e-02,-4.607337e-01,6.689288e-01,-2.238034e-01,8.285403e-01,-7.772219e-01,5.433935e-01,-5.116712e-01,8.621578e-01,-8.245670e-01,3.272692e-01,-6.956450e-01,6.833863e-01,-7.064888e-01,-3.574343e-02,-6.821410e-01,2.615233e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,9.726037e-02,3.925000e-01,7.489114e-02,4.062940e-01,1.145259e-01,2.706082e-01,-1.529119e-01,1.390547e-01
